NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
SIG_REGULATION_OF_THE_ACTIN_CYTOSKELETON_BY_RHO_GTPASES	SIG_REGULATION_OF_THE_ACTIN_CYTOSKELETON_BY_RHO_GTPASES		20	-0.6123661	-1.7220421	0.006451613	0.16160463	0.764	141	tags=35%, list=3%, signal=36%	
WP_MICROGLIA_PATHOGEN_PHAGOCYTOSIS_PATHWAY	WP_MICROGLIA_PATHOGEN_PHAGOCYTOSIS_PATHWAY		20	-0.73549694	-1.7188244	0.013544018	0.16282259	0.769	147	tags=55%, list=3%, signal=57%	
REACTOME_FCGAMMA_RECEPTOR_FCGR_DEPENDENT_PHAGOCYTOSIS	REACTOME_FCGAMMA_RECEPTOR_FCGR_DEPENDENT_PHAGOCYTOSIS		60	-0.5549358	-1.7179023	0.015801355	0.16135961	0.769	633	tags=43%, list=14%, signal=50%	
WP_INTEGRINMEDIATED_CELL_ADHESION	WP_INTEGRINMEDIATED_CELL_ADHESION		51	-0.5610857	-1.716925	0.004608295	0.16002871	0.769	826	tags=49%, list=18%, signal=59%	
REACTOME_ECM_PROTEOGLYCANS	REACTOME_ECM_PROTEOGLYCANS		35	-0.7070527	-1.7162244	0.047826085	0.15811905	0.77	839	tags=69%, list=19%, signal=84%	
REACTOME_SCAVENGING_OF_HEME_FROM_PLASMA	REACTOME_SCAVENGING_OF_HEME_FROM_PLASMA		16	-0.7305563	-1.7144269	0.008492569	0.1582737	0.772	642	tags=63%, list=14%, signal=73%	
PID_ER_NONGENOMIC_PATHWAY	PID_ER_NONGENOMIC_PATHWAY		21	-0.57592565	-1.7113097	0.014084507	0.1599618	0.776	467	tags=33%, list=10%, signal=37%	
KEGG_PATHOGENIC_ESCHERICHIA_COLI_INFECTION	KEGG_PATHOGENIC_ESCHERICHIA_COLI_INFECTION		36	-0.5294033	-1.7111025	0.008733625	0.15778078	0.776	358	tags=33%, list=8%, signal=36%	
WP_PATHOGENIC_ESCHERICHIA_COLI_INFECTION	WP_PATHOGENIC_ESCHERICHIA_COLI_INFECTION		36	-0.5294033	-1.7111025	0.008733625	0.15527633	0.776	358	tags=33%, list=8%, signal=36%	
REACTOME_CARGO_TRAFFICKING_TO_THE_PERICILIARY_MEMBRANE	REACTOME_CARGO_TRAFFICKING_TO_THE_PERICILIARY_MEMBRANE		21	-0.63909966	-1.7088131	0.010416667	0.15542187	0.779	1288	tags=71%, list=29%, signal=100%	
WP_SENESCENCE_AND_AUTOPHAGY_IN_CANCER	WP_SENESCENCE_AND_AUTOPHAGY_IN_CANCER		34	-0.5153463	-1.7056296	0.011876484	0.15680934	0.781	764	tags=41%, list=17%, signal=49%	
PID_THROMBIN_PAR1_PATHWAY	PID_THROMBIN_PAR1_PATHWAY		25	-0.5942153	-1.7031826	0.0021834061	0.15777619	0.787	312	tags=32%, list=7%, signal=34%	
WP_PRIMARY_FOCAL_SEGMENTAL_GLOMERULOSCLEROSIS_FSGS	WP_PRIMARY_FOCAL_SEGMENTAL_GLOMERULOSCLEROSIS_FSGS		30	-0.6062228	-1.7013817	0.015801355	0.1577917	0.788	442	tags=37%, list=10%, signal=40%	
WP_TCELL_ANTIGEN_RECEPTOR_TCR_PATHWAY_DURING_STAPHYLOCOCCUS_AUREUS_INFECTION	WP_TCELL_ANTIGEN_RECEPTOR_TCR_PATHWAY_DURING_STAPHYLOCOCCUS_AUREUS_INFECTION		17	-0.6539752	-1.6995548	0.019396551	0.15817946	0.789	1083	tags=59%, list=24%, signal=77%	
WP_REGULATION_OF_ACTIN_CYTOSKELETON	WP_REGULATION_OF_ACTIN_CYTOSKELETON		63	-0.5225774	-1.6988857	0.013186813	0.15687846	0.79	1146	tags=57%, list=26%, signal=76%	
WP_VIRAL_ACUTE_MYOCARDITIS	WP_VIRAL_ACUTE_MYOCARDITIS		35	-0.5433799	-1.6982585	0.0093240095	0.15560743	0.791	1011	tags=54%, list=23%, signal=70%	
KEGG_SYSTEMIC_LUPUS_ERYTHEMATOSUS	KEGG_SYSTEMIC_LUPUS_ERYTHEMATOSUS		34	-0.5743907	-1.6928018	0.008830022	0.16101505	0.798	453	tags=29%, list=10%, signal=32%	
REACTOME_HEMOSTASIS	REACTOME_HEMOSTASIS		245	-0.44158646	-1.6912583	0.006849315	0.16117465	0.801	656	tags=32%, list=15%, signal=35%	
REACTOME_BINDING_AND_UPTAKE_OF_LIGANDS_BY_SCAVENGER_RECEPTORS	REACTOME_BINDING_AND_UPTAKE_OF_LIGANDS_BY_SCAVENGER_RECEPTORS		36	-0.5438308	-1.6892555	0.0148936175	0.16182229	0.805	642	tags=42%, list=14%, signal=48%	
REACTOME_CLATHRIN_MEDIATED_ENDOCYTOSIS	REACTOME_CLATHRIN_MEDIATED_ENDOCYTOSIS		81	-0.50161564	-1.687467	0.0021008404	0.16267361	0.807	908	tags=44%, list=20%, signal=55%	
REACTOME_DEGRADATION_OF_THE_EXTRACELLULAR_MATRIX	REACTOME_DEGRADATION_OF_THE_EXTRACELLULAR_MATRIX		50	-0.5907263	-1.6872588	0.062921345	0.16082464	0.808	960	tags=58%, list=21%, signal=73%	
REACTOME_FCGR_ACTIVATION	REACTOME_FCGR_ACTIVATION		15	-0.71643513	-1.6858754	0.018779343	0.16063447	0.809	619	tags=73%, list=14%, signal=85%	
WP_VITAMIN_D_RECEPTOR_PATHWAY	WP_VITAMIN_D_RECEPTOR_PATHWAY		39	-0.48116896	-1.6830641	0.012285012	0.16275077	0.814	180	tags=28%, list=4%, signal=29%	
REACTOME_ANTIGEN_ACTIVATES_B_CELL_RECEPTOR_BCR_LEADING_TO_GENERATION_OF_SECOND_MESSENGERS	REACTOME_ANTIGEN_ACTIVATES_B_CELL_RECEPTOR_BCR_LEADING_TO_GENERATION_OF_SECOND_MESSENGERS		21	-0.63927877	-1.6812732	0.02097902	0.16286959	0.816	633	tags=57%, list=14%, signal=66%	
WP_MIRNA_TARGETS_IN_ECM_AND_MEMBRANE_RECEPTORS	WP_MIRNA_TARGETS_IN_ECM_AND_MEMBRANE_RECEPTORS		18	-0.77322644	-1.677046	0.03311258	0.16624701	0.821	651	tags=72%, list=15%, signal=84%	
REACTOME_ANTIMICROBIAL_PEPTIDES	REACTOME_ANTIMICROBIAL_PEPTIDES		15	-0.7929906	-1.6759316	0.03930131	0.16529924	0.822	336	tags=67%, list=7%, signal=72%	
REACTOME_ROLE_OF_PHOSPHOLIPIDS_IN_PHAGOCYTOSIS	REACTOME_ROLE_OF_PHOSPHOLIPIDS_IN_PHAGOCYTOSIS		17	-0.6537796	-1.6746615	0.025345622	0.16477415	0.822	633	tags=59%, list=14%, signal=68%	
PID_PLK1_PATHWAY	PID_PLK1_PATHWAY		15	-0.6367831	-1.6720594	0.01039501	0.16646045	0.825	1411	tags=80%, list=31%, signal=116%	
REACTOME_SIGNALING_BY_BRAF_AND_RAF_FUSIONS	REACTOME_SIGNALING_BY_BRAF_AND_RAF_FUSIONS		36	-0.5457269	-1.6714652	0.01091703	0.16497616	0.825	1352	tags=72%, list=30%, signal=103%	
REACTOME_CILIUM_ASSEMBLY	REACTOME_CILIUM_ASSEMBLY		68	-0.46672586	-1.669577	0.015317286	0.16562365	0.827	1359	tags=57%, list=30%, signal=81%	
REACTOME_SIGNALING_BY_MET	REACTOME_SIGNALING_BY_MET		42	-0.5307155	-1.6693658	0.023305085	0.16389762	0.827	1341	tags=62%, list=30%, signal=87%	
WP_FOCAL_ADHESION	WP_FOCAL_ADHESION		86	-0.5233585	-1.6681824	0.03448276	0.16345967	0.829	839	tags=45%, list=19%, signal=55%	
REACTOME_RHO_GTPASE_CYCLE	REACTOME_RHO_GTPASE_CYCLE		41	-0.5148282	-1.6674472	0.020881671	0.16252051	0.829	1076	tags=51%, list=24%, signal=67%	
KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY	KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY		33	-0.58931893	-1.6652842	0.017582418	0.16368777	0.833	1250	tags=67%, list=28%, signal=92%	
REACTOME_FCERI_MEDIATED_MAPK_ACTIVATION	REACTOME_FCERI_MEDIATED_MAPK_ACTIVATION		23	-0.608684	-1.6649293	0.03050109	0.16245587	0.834	1211	tags=70%, list=27%, signal=95%	
REACTOME_ROS_AND_RNS_PRODUCTION_IN_PHAGOCYTES	REACTOME_ROS_AND_RNS_PRODUCTION_IN_PHAGOCYTES		18	-0.7606783	-1.6635715	0.036170214	0.16233712	0.837	797	tags=78%, list=18%, signal=94%	
REACTOME_MET_PROMOTES_CELL_MOTILITY	REACTOME_MET_PROMOTES_CELL_MOTILITY		23	-0.6169048	-1.6621712	0.034782607	0.16259056	0.837	1341	tags=78%, list=30%, signal=111%	
REACTOME_INFECTION_WITH_MYCOBACTERIUM_TUBERCULOSIS	REACTOME_INFECTION_WITH_MYCOBACTERIUM_TUBERCULOSIS		19	-0.57451534	-1.6608659	0.02690583	0.16209173	0.837	842	tags=47%, list=19%, signal=58%	
REACTOME_AMYLOID_FIBER_FORMATION	REACTOME_AMYLOID_FIBER_FORMATION		22	-0.57062066	-1.6584511	0.040860213	0.16334291	0.841	842	tags=55%, list=19%, signal=67%	
REACTOME_LEISHMANIA_INFECTION	REACTOME_LEISHMANIA_INFECTION		82	-0.5005342	-1.6583464	0.031460673	0.16167383	0.841	749	tags=44%, list=17%, signal=52%	
PID_CMYB_PATHWAY	PID_CMYB_PATHWAY		30	-0.5095296	-1.6530087	0.01146789	0.16638549	0.845	1266	tags=57%, list=28%, signal=78%	
REACTOME_CREATION_OF_C4_AND_C2_ACTIVATORS	REACTOME_CREATION_OF_C4_AND_C2_ACTIVATORS		15	-0.7092539	-1.6508279	0.015625	0.16731867	0.846	619	tags=67%, list=14%, signal=77%	
REACTOME_COLLAGEN_DEGRADATION	REACTOME_COLLAGEN_DEGRADATION		21	-0.66548204	-1.6496474	0.0678337	0.16682732	0.847	651	tags=62%, list=15%, signal=72%	
REACTOME_COOPERATION_OF_PDCL_PHLP1_AND_TRIC_CCT_IN_G_PROTEIN_BETA_FOLDING	REACTOME_COOPERATION_OF_PDCL_PHLP1_AND_TRIC_CCT_IN_G_PROTEIN_BETA_FOLDING		17	-0.661675	-1.6464268	0.04330709	0.16907191	0.851	1252	tags=88%, list=28%, signal=122%	
REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM	REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM		307	-0.4320958	-1.6449597	0.0022573364	0.16910994	0.852	883	tags=35%, list=20%, signal=41%	
REACTOME_SIGNALING_BY_RECEPTOR_TYROSINE_KINASES	REACTOME_SIGNALING_BY_RECEPTOR_TYROSINE_KINASES		189	-0.45303702	-1.6403363	0.0022883294	0.17340821	0.855	1105	tags=49%, list=25%, signal=62%	
REACTOME_TOLL_LIKE_RECEPTOR_9_TLR9_CASCADE	REACTOME_TOLL_LIKE_RECEPTOR_9_TLR9_CASCADE		30	-0.5275828	-1.6351099	0.0043572984	0.1784123	0.858	876	tags=37%, list=20%, signal=45%	
KEGG_NOD_LIKE_RECEPTOR_SIGNALING_PATHWAY	KEGG_NOD_LIKE_RECEPTOR_SIGNALING_PATHWAY		18	-0.5935396	-1.6316941	0.010548524	0.18091199	0.858	846	tags=39%, list=19%, signal=48%	
REACTOME_ANCHORING_OF_THE_BASAL_BODY_TO_THE_PLASMA_MEMBRANE	REACTOME_ANCHORING_OF_THE_BASAL_BODY_TO_THE_PLASMA_MEMBRANE		33	-0.5015199	-1.6284231	0.031111112	0.1838535	0.86	1359	tags=61%, list=30%, signal=86%	
WP_PROSTAGLANDIN_SYNTHESIS_AND_REGULATION	WP_PROSTAGLANDIN_SYNTHESIS_AND_REGULATION		17	-0.5485196	-1.624728	0.026431719	0.1870057	0.862	359	tags=41%, list=8%, signal=45%	
REACTOME_LYSOSOME_VESICLE_BIOGENESIS	REACTOME_LYSOSOME_VESICLE_BIOGENESIS		22	-0.56389827	-1.621452	0.02584493	0.18952602	0.863	874	tags=45%, list=19%, signal=56%	
WP_NETRINUNC5B_SIGNALING_PATHWAY	WP_NETRINUNC5B_SIGNALING_PATHWAY		21	-0.60175526	-1.6187235	0.0065789474	0.1914481	0.866	1076	tags=52%, list=24%, signal=69%	
REACTOME_ONCOGENIC_MAPK_SIGNALING	REACTOME_ONCOGENIC_MAPK_SIGNALING		41	-0.49332154	-1.6180109	0.02232143	0.19068618	0.867	1352	tags=66%, list=30%, signal=93%	
PID_VEGFR1_2_PATHWAY	PID_VEGFR1_2_PATHWAY		39	-0.49276194	-1.616691	0.014861995	0.19078161	0.867	582	tags=33%, list=13%, signal=38%	
KEGG_VASOPRESSIN_REGULATED_WATER_REABSORPTION	KEGG_VASOPRESSIN_REGULATED_WATER_REABSORPTION		21	-0.5690458	-1.6162878	0.014957265	0.18959673	0.868	1066	tags=48%, list=24%, signal=62%	
KEGG_ECM_RECEPTOR_INTERACTION	KEGG_ECM_RECEPTOR_INTERACTION		40	-0.5927229	-1.6138738	0.05787037	0.19123602	0.869	651	tags=52%, list=15%, signal=61%	
REACTOME_ASSEMBLY_OF_COLLAGEN_FIBRILS_AND_OTHER_MULTIMERIC_STRUCTURES	REACTOME_ASSEMBLY_OF_COLLAGEN_FIBRILS_AND_OTHER_MULTIMERIC_STRUCTURES		23	-0.6166664	-1.6132869	0.077922076	0.19039387	0.869	936	tags=61%, list=21%, signal=77%	
PID_GMCSF_PATHWAY	PID_GMCSF_PATHWAY		17	-0.58753425	-1.6111382	0.024444444	0.1913796	0.869	607	tags=35%, list=14%, signal=41%	
WP_IL5_SIGNALING_PATHWAY	WP_IL5_SIGNALING_PATHWAY		15	-0.56696624	-1.6099724	0.022675738	0.191176	0.87	607	tags=33%, list=14%, signal=38%	
REACTOME_FCERI_MEDIATED_CA_2_MOBILIZATION	REACTOME_FCERI_MEDIATED_CA_2_MOBILIZATION		20	-0.6050315	-1.6080097	0.037647057	0.1919829	0.873	907	tags=65%, list=20%, signal=81%	
WP_KIT_RECEPTOR_SIGNALING_PATHWAY	WP_KIT_RECEPTOR_SIGNALING_PATHWAY		24	-0.5615223	-1.6062199	0.018181818	0.19250499	0.873	718	tags=38%, list=16%, signal=44%	
REACTOME_RHO_GTPASES_ACTIVATE_WASPS_AND_WAVES	REACTOME_RHO_GTPASES_ACTIVATE_WASPS_AND_WAVES		25	-0.58941877	-1.6045971	0.04742268	0.19285622	0.875	419	tags=40%, list=9%, signal=44%	
REACTOME_SIGNALING_BY_INSULIN_RECEPTOR	REACTOME_SIGNALING_BY_INSULIN_RECEPTOR		27	-0.5679581	-1.5966257	0.032967035	0.2021244	0.882	824	tags=48%, list=18%, signal=59%	
PID_ERBB1_RECEPTOR_PROXIMAL_PATHWAY	PID_ERBB1_RECEPTOR_PROXIMAL_PATHWAY		22	-0.56836843	-1.5959369	0.029345373	0.20139018	0.883	601	tags=36%, list=13%, signal=42%	
REACTOME_TOLL_LIKE_RECEPTOR_10_TLR10_CASCADE	REACTOME_TOLL_LIKE_RECEPTOR_10_TLR10_CASCADE		27	-0.5048962	-1.591595	0.019396551	0.2054181	0.883	876	tags=33%, list=20%, signal=41%	
KEGG_DILATED_CARDIOMYOPATHY	KEGG_DILATED_CARDIOMYOPATHY		22	-0.5430388	-1.5915161	0.033707865	0.20375943	0.883	826	tags=41%, list=18%, signal=50%	
WP_CYTOSOLIC_DNASENSING_PATHWAY	WP_CYTOSOLIC_DNASENSING_PATHWAY		20	-0.5816998	-1.5880806	0.025917927	0.20724772	0.887	867	tags=55%, list=19%, signal=68%	
BIOCARTA_MAPK_PATHWAY	BIOCARTA_MAPK_PATHWAY		24	-0.54257166	-1.5840638	0.030516433	0.21121496	0.892	1178	tags=58%, list=26%, signal=79%	
