NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
KEGG_LYSINE_DEGRADATION	KEGG_LYSINE_DEGRADATION	Details ...	28	0.6677452	1.8437978	0.0018248175	0.11825854	0.467	1266	tags=64%, list=20%, signal=80%	
PID_HNF3B_PATHWAY	PID_HNF3B_PATHWAY	Details ...	27	0.6410901	1.8401396	0.007194245	0.11956258	0.481	1412	tags=63%, list=22%, signal=81%	
KEGG_PEROXISOME	KEGG_PEROXISOME		64	0.6986803	1.8366688	0.011214953	0.118026815	0.488	1363	tags=83%, list=21%, signal=104%	
KEGG_PROPANOATE_METABOLISM	KEGG_PROPANOATE_METABOLISM		29	0.7291008	1.8353269	0.011494253	0.11463004	0.493	907	tags=76%, list=14%, signal=88%	
WP_ONE_CARBON_METABOLISM	WP_ONE_CARBON_METABOLISM		25	0.65815955	1.8310767	0.0071813287	0.11544936	0.503	1850	tags=72%, list=29%, signal=101%	
WP_LIPID_METABOLISM_PATHWAY	WP_LIPID_METABOLISM_PATHWAY		19	0.6605557	1.8205165	0.0	0.12628785	0.535	1457	tags=74%, list=23%, signal=95%	
REACTOME_METABOLISM_OF_WATER_SOLUBLE_VITAMINS_AND_COFACTORS	REACTOME_METABOLISM_OF_WATER_SOLUBLE_VITAMINS_AND_COFACTORS		78	0.52351326	1.8167446	0.004950495	0.12576902	0.542	1563	tags=53%, list=24%, signal=69%	
REACTOME_RESPIRATORY_ELECTRON_TRANSPORT_ATP_SYNTHESIS_BY_CHEMIOSMOTIC_COUPLING_AND_HEAT_PRODUCTION_BY_UNCOUPLING_PROTEINS_	REACTOME_RESPIRATORY_ELECTRON_TRANSPORT_ATP_SYNTHESIS_BY_CHEMIOSMOTIC_COUPLING_AND_HEAT_PRODUCTION_BY_UNCOUPLING_PROTEINS_		99	0.6125128	1.7986786	0.017274473	0.15187962	0.596	1518	tags=70%, list=24%, signal=90%	
KEGG_GLYCINE_SERINE_AND_THREONINE_METABOLISM	KEGG_GLYCINE_SERINE_AND_THREONINE_METABOLISM		27	0.7656243	1.7984519	0.011131725	0.14637427	0.597	1107	tags=85%, list=17%, signal=103%	
REACTOME_METABOLISM_OF_AMINO_ACIDS_AND_DERIVATIVES	REACTOME_METABOLISM_OF_AMINO_ACIDS_AND_DERIVATIVES		288	0.54579246	1.7960399	0.0058027077	0.14574195	0.603	2384	tags=76%, list=37%, signal=116%	
KEGG_ADIPOCYTOKINE_SIGNALING_PATHWAY	KEGG_ADIPOCYTOKINE_SIGNALING_PATHWAY		36	0.5450083	1.7957191	0.0017211704	0.14127482	0.603	1412	tags=50%, list=22%, signal=64%	
REACTOME_MITOCHONDRIAL_FATTY_ACID_BETA_OXIDATION	REACTOME_MITOCHONDRIAL_FATTY_ACID_BETA_OXIDATION		33	0.6999926	1.7944411	0.005725191	0.13914037	0.607	1101	tags=73%, list=17%, signal=87%	
REACTOME_ABC_TRANSPORTER_DISORDERS	REACTOME_ABC_TRANSPORTER_DISORDERS		61	0.59497476	1.7905042	0.004008016	0.14120893	0.618	1965	tags=79%, list=31%, signal=113%	
REACTOME_BIOLOGICAL_OXIDATIONS	REACTOME_BIOLOGICAL_OXIDATIONS		147	0.59011185	1.7901493	0.020797227	0.13727458	0.618	1587	tags=64%, list=25%, signal=83%	
REACTOME_THE_CITRIC_ACID_TCA_CYCLE_AND_RESPIRATORY_ELECTRON_TRANSPORT	REACTOME_THE_CITRIC_ACID_TCA_CYCLE_AND_RESPIRATORY_ELECTRON_TRANSPORT		140	0.5891622	1.7876334	0.00589391	0.13734506	0.626	1884	tags=74%, list=30%, signal=102%	
KEGG_TRYPTOPHAN_METABOLISM	KEGG_TRYPTOPHAN_METABOLISM		31	0.6964496	1.7849245	0.014519056	0.13865377	0.631	907	tags=61%, list=14%, signal=71%	
REACTOME_RESPIRATORY_ELECTRON_TRANSPORT	REACTOME_RESPIRATORY_ELECTRON_TRANSPORT		85	0.6108905	1.7814395	0.023166023	0.1405861	0.638	1423	tags=67%, list=22%, signal=85%	
REACTOME_N_GLYCAN_TRIMMING_IN_THE_ER_AND_CALNEXIN_CALRETICULIN_CYCLE	REACTOME_N_GLYCAN_TRIMMING_IN_THE_ER_AND_CALNEXIN_CALRETICULIN_CYCLE		23	0.63907695	1.7798477	0.0056497175	0.1397436	0.649	1705	tags=70%, list=27%, signal=95%	
REACTOME_IRE1ALPHA_ACTIVATES_CHAPERONES	REACTOME_IRE1ALPHA_ACTIVATES_CHAPERONES		31	0.56990165	1.7791904	0.011538462	0.13649036	0.65	1227	tags=45%, list=19%, signal=56%	
REACTOME_VISUAL_PHOTOTRANSDUCTION	REACTOME_VISUAL_PHOTOTRANSDUCTION		42	0.57136667	1.7745022	0.013769363	0.14016092	0.659	1539	tags=52%, list=24%, signal=69%	
WP_FATTY_ACID_BETA_OXIDATION	WP_FATTY_ACID_BETA_OXIDATION		27	0.69819325	1.7732271	0.007490637	0.13897257	0.663	1412	tags=78%, list=22%, signal=99%	
REACTOME_SYNTHESIS_OF_BILE_ACIDS_AND_BILE_SALTS	REACTOME_SYNTHESIS_OF_BILE_ACIDS_AND_BILE_SALTS		28	0.63931054	1.7684501	0.01438849	0.14297257	0.674	1563	tags=75%, list=24%, signal=99%	
REACTOME_TRANSPORT_OF_SMALL_MOLECULES	REACTOME_TRANSPORT_OF_SMALL_MOLECULES		289	0.42804626	1.7659919	0.0	0.14294937	0.682	1965	tags=46%, list=31%, signal=63%	
REACTOME_MITOCHONDRIAL_PROTEIN_IMPORT	REACTOME_MITOCHONDRIAL_PROTEIN_IMPORT		53	0.6385715	1.7648782	0.00996016	0.1413137	0.685	1352	tags=68%, list=21%, signal=85%	
KEGG_FATTY_ACID_METABOLISM	KEGG_FATTY_ACID_METABOLISM		38	0.72851914	1.7558261	0.024299065	0.15501635	0.711	1412	tags=89%, list=22%, signal=114%	
REACTOME_ENERGY_DEPENDENT_REGULATION_OF_MTOR_BY_LKB1_AMPK	REACTOME_ENERGY_DEPENDENT_REGULATION_OF_MTOR_BY_LKB1_AMPK		18	0.6454147	1.7516989	0.0	0.15737681	0.72	1179	tags=50%, list=18%, signal=61%	
REACTOME_PHASE_II_CONJUGATION_OF_COMPOUNDS	REACTOME_PHASE_II_CONJUGATION_OF_COMPOUNDS		72	0.5955451	1.7508624	0.024561403	0.1549891	0.72	1575	tags=64%, list=25%, signal=84%	
REACTOME_PEROXISOMAL_PROTEIN_IMPORT	REACTOME_PEROXISOMAL_PROTEIN_IMPORT		49	0.68144286	1.7438728	0.032786883	0.1632852	0.734	1694	tags=86%, list=27%, signal=116%	
REACTOME_MITOCHONDRIAL_BIOGENESIS	REACTOME_MITOCHONDRIAL_BIOGENESIS		62	0.5700724	1.7427176	0.0111524165	0.16185208	0.741	1491	tags=58%, list=23%, signal=75%	
REACTOME_SIGNALING_BY_RETINOIC_ACID	REACTOME_SIGNALING_BY_RETINOIC_ACID		27	0.6357511	1.7404557	0.00681431	0.16288517	0.748	1767	tags=78%, list=28%, signal=107%	
REACTOME_BILE_ACID_AND_BILE_SALT_METABOLISM	REACTOME_BILE_ACID_AND_BILE_SALT_METABOLISM		31	0.6207735	1.7387407	0.01584507	0.16266476	0.753	1749	tags=77%, list=27%, signal=106%	
REACTOME_COMPLEX_I_BIOGENESIS	REACTOME_COMPLEX_I_BIOGENESIS		49	0.6415187	1.736701	0.029126214	0.16302373	0.759	1423	tags=73%, list=22%, signal=94%	
KEGG_ALZHEIMERS_DISEASE	KEGG_ALZHEIMERS_DISEASE		107	0.50052875	1.7354525	0.02909091	0.16212858	0.764	1579	tags=51%, list=25%, signal=67%	
REACTOME_HEDGEHOG_LIGAND_BIOGENESIS	REACTOME_HEDGEHOG_LIGAND_BIOGENESIS		51	0.5932921	1.7340235	0.015936255	0.16196159	0.765	2201	tags=82%, list=34%, signal=125%	
WP_VITAMIN_A_AND_CAROTENOID_METABOLISM	WP_VITAMIN_A_AND_CAROTENOID_METABOLISM		20	0.66100085	1.7330662	0.011290323	0.16083363	0.768	1745	tags=80%, list=27%, signal=110%	
KEGG_PARKINSONS_DISEASE	KEGG_PARKINSONS_DISEASE		90	0.562023	1.7329504	0.023076924	0.15818967	0.768	2233	tags=73%, list=35%, signal=111%	
KEGG_HISTIDINE_METABOLISM	KEGG_HISTIDINE_METABOLISM		21	0.63159144	1.7296687	0.018518519	0.16057037	0.776	1517	tags=67%, list=24%, signal=87%	
KEGG_PPAR_SIGNALING_PATHWAY	KEGG_PPAR_SIGNALING_PATHWAY		48	0.58871263	1.7285602	0.027444255	0.15958889	0.778	1630	tags=60%, list=26%, signal=81%	
REACTOME_DEFECTIVE_CFTR_CAUSES_CYSTIC_FIBROSIS	REACTOME_DEFECTIVE_CFTR_CAUSES_CYSTIC_FIBROSIS		51	0.59488904	1.7280397	0.02	0.15758969	0.778	2201	tags=84%, list=34%, signal=128%	
WP_UREA_CYCLE_AND_ASSOCIATED_PATHWAYS	WP_UREA_CYCLE_AND_ASSOCIATED_PATHWAYS		20	0.70359427	1.7212555	0.036231883	0.16687168	0.794	1374	tags=80%, list=22%, signal=102%	
REACTOME_DISORDERS_OF_TRANSMEMBRANE_TRANSPORTERS	REACTOME_DISORDERS_OF_TRANSMEMBRANE_TRANSPORTERS		107	0.48803118	1.7205238	0.0057803467	0.16545458	0.797	2201	tags=60%, list=34%, signal=90%	
WP_OXIDATIVE_STRESS	WP_OXIDATIVE_STRESS		21	0.62066025	1.7202275	0.007949126	0.16322799	0.798	1043	tags=52%, list=16%, signal=62%	
WP_FATTY_ACID_BIOSYNTHESIS	WP_FATTY_ACID_BIOSYNTHESIS		22	0.70148313	1.7157533	0.022304833	0.16781242	0.808	1410	tags=86%, list=22%, signal=110%	
WP_PPAR_SIGNALING_PATHWAY	WP_PPAR_SIGNALING_PATHWAY		47	0.58154875	1.7150222	0.030664396	0.16663884	0.81	1630	tags=60%, list=26%, signal=79%	
KEGG_ONE_CARBON_POOL_BY_FOLATE	KEGG_ONE_CARBON_POOL_BY_FOLATE		15	0.6719379	1.7061925	0.007246377	0.17839186	0.829	1850	tags=80%, list=29%, signal=112%	
WP_MITOCHONDRIAL_COMPLEX_I_ASSEMBLY_MODEL_OXPHOS_SYSTEM	WP_MITOCHONDRIAL_COMPLEX_I_ASSEMBLY_MODEL_OXPHOS_SYSTEM		48	0.60772866	1.7054209	0.040152963	0.17682181	0.829	1423	tags=67%, list=22%, signal=85%	
REACTOME_SIGNALING_BY_HEDGEHOG	REACTOME_SIGNALING_BY_HEDGEHOG		77	0.51263833	1.7050923	0.025	0.17466658	0.83	2201	tags=66%, list=34%, signal=100%	
KEGG_BIOSYNTHESIS_OF_UNSATURATED_FATTY_ACIDS	KEGG_BIOSYNTHESIS_OF_UNSATURATED_FATTY_ACIDS		16	0.6927068	1.7014546	0.018484289	0.17866275	0.836	1554	tags=81%, list=24%, signal=107%	
REACTOME_INTEGRATION_OF_ENERGY_METABOLISM	REACTOME_INTEGRATION_OF_ENERGY_METABOLISM		51	0.4553446	1.6993061	0.00955414	0.17963308	0.839	1945	tags=53%, list=30%, signal=76%	
KEGG_PENTOSE_AND_GLUCURONATE_INTERCONVERSIONS	KEGG_PENTOSE_AND_GLUCURONATE_INTERCONVERSIONS		19	0.72760946	1.6942563	0.036231883	0.18547381	0.846	1415	tags=84%, list=22%, signal=108%	
REACTOME_PLASMA_LIPOPROTEIN_ASSEMBLY_REMODELING_AND_CLEARANCE	REACTOME_PLASMA_LIPOPROTEIN_ASSEMBLY_REMODELING_AND_CLEARANCE		48	0.50467044	1.6939042	0.023688663	0.18349501	0.846	1584	tags=40%, list=25%, signal=52%	
KEGG_OXIDATIVE_PHOSPHORYLATION	KEGG_OXIDATIVE_PHOSPHORYLATION		91	0.5410238	1.6893601	0.034615386	0.18850942	0.851	1579	tags=55%, list=25%, signal=72%	
WP_MITOCHONDRIAL_LCFATTY_ACID_BETAOXIDATION	WP_MITOCHONDRIAL_LCFATTY_ACID_BETAOXIDATION		17	0.7402447	1.6881908	0.010989011	0.18813878	0.853	432	tags=71%, list=7%, signal=76%	
WP_FLUOROPYRIMIDINE_ACTIVITY	WP_FLUOROPYRIMIDINE_ACTIVITY		24	0.56766945	1.6859381	0.012882448	0.18945506	0.854	1850	tags=54%, list=29%, signal=76%	
REACTOME_COPII_MEDIATED_VESICLE_TRANSPORT	REACTOME_COPII_MEDIATED_VESICLE_TRANSPORT		54	0.49753848	1.6751869	0.011857707	0.20704724	0.864	1802	tags=48%, list=28%, signal=67%	
REACTOME_SYNTHESIS_OF_BILE_ACIDS_AND_BILE_SALTS_VIA_7ALPHA_HYDROXYCHOLESTEROL	REACTOME_SYNTHESIS_OF_BILE_ACIDS_AND_BILE_SALTS_VIA_7ALPHA_HYDROXYCHOLESTEROL		22	0.6975163	1.6710004	0.043715846	0.21230698	0.87	1563	tags=86%, list=24%, signal=114%	
REACTOME_PEROXISOMAL_LIPID_METABOLISM	REACTOME_PEROXISOMAL_LIPID_METABOLISM		27	0.73927015	1.6675289	0.032015067	0.21598637	0.873	1295	tags=89%, list=20%, signal=111%	
KEGG_PYRUVATE_METABOLISM	KEGG_PYRUVATE_METABOLISM		34	0.5694327	1.6656532	0.018518519	0.2171757	0.876	734	tags=50%, list=11%, signal=56%	
WP_MELATONIN_METABOLISM_AND_EFFECTS	WP_MELATONIN_METABOLISM_AND_EFFECTS		16	0.5771038	1.6647253	0.0034965035	0.21635754	0.876	1011	tags=38%, list=16%, signal=44%	
KEGG_ASCORBATE_AND_ALDARATE_METABOLISM	KEGG_ASCORBATE_AND_ALDARATE_METABOLISM		17	0.74785495	1.6633404	0.038043477	0.21638627	0.877	1415	tags=94%, list=22%, signal=121%	
REACTOME_TRANSLATION	REACTOME_TRANSLATION		272	0.51146346	1.6620303	0.022774328	0.2161028	0.877	2506	tags=72%, list=39%, signal=113%	
REACTOME_HEDGEHOG_ON_STATE	REACTOME_HEDGEHOG_ON_STATE		52	0.5522103	1.6606034	0.033864543	0.21588661	0.881	1948	tags=65%, list=31%, signal=93%	
WP_OXIDATIVE_PHOSPHORYLATION	WP_OXIDATIVE_PHOSPHORYLATION		48	0.6051416	1.6569957	0.043392505	0.22017637	0.89	1491	tags=69%, list=23%, signal=89%	
KEGG_STEROID_HORMONE_BIOSYNTHESIS	KEGG_STEROID_HORMONE_BIOSYNTHESIS		32	0.65693617	1.6558179	0.04634581	0.22003317	0.89	1442	tags=75%, list=23%, signal=96%	
WP_AMPACTIVATED_PROTEIN_KINASE_AMPK_SIGNALING	WP_AMPACTIVATED_PROTEIN_KINASE_AMPK_SIGNALING		36	0.5072799	1.6525528	0.0	0.22324982	0.893	1412	tags=39%, list=22%, signal=50%	
BIOCARTA_PPARA_PATHWAY	BIOCARTA_PPARA_PATHWAY		28	0.51684	1.6523937	0.0069444445	0.22087052	0.893	1220	tags=39%, list=19%, signal=48%	
WP_PROTEASOME_DEGRADATION	WP_PROTEASOME_DEGRADATION		52	0.57166135	1.6521828	0.02020202	0.21887712	0.893	1948	tags=69%, list=31%, signal=99%	
REACTOME_ASPARAGINE_N_LINKED_GLYCOSYLATION	REACTOME_ASPARAGINE_N_LINKED_GLYCOSYLATION		203	0.4258221	1.6505159	0.037807185	0.2196808	0.894	2158	tags=48%, list=34%, signal=71%	
REACTOME_PCP_CE_PATHWAY	REACTOME_PCP_CE_PATHWAY		61	0.53283244	1.6487279	0.03992016	0.22038336	0.896	2252	tags=70%, list=35%, signal=108%	
REACTOME_REGULATION_OF_PTEN_STABILITY_AND_ACTIVITY	REACTOME_REGULATION_OF_PTEN_STABILITY_AND_ACTIVITY		54	0.54801387	1.6483054	0.05263158	0.21850063	0.896	1948	tags=69%, list=31%, signal=98%	
WP_ELECTRON_TRANSPORT_CHAIN_OXPHOS_SYSTEM_IN_MITOCHONDRIA	WP_ELECTRON_TRANSPORT_CHAIN_OXPHOS_SYSTEM_IN_MITOCHONDRIA		80	0.57341903	1.6446716	0.05212355	0.22255911	0.9	1579	tags=64%, list=25%, signal=84%	
REACTOME_METABOLIC_DISORDERS_OF_BIOLOGICAL_OXIDATION_ENZYMES	REACTOME_METABOLIC_DISORDERS_OF_BIOLOGICAL_OXIDATION_ENZYMES		21	0.642654	1.6438323	0.03074141	0.2215708	0.902	1319	tags=67%, list=21%, signal=84%	
REACTOME_UCH_PROTEINASES	REACTOME_UCH_PROTEINASES		57	0.5460446	1.6409235	0.024590164	0.2241233	0.903	2201	tags=70%, list=34%, signal=106%	
REACTOME_DISEASES_OF_METABOLISM	REACTOME_DISEASES_OF_METABOLISM		119	0.47536445	1.6390395	0.024350649	0.22516207	0.906	1400	tags=45%, list=22%, signal=56%	
WP_THERMOGENESIS	WP_THERMOGENESIS		53	0.4668028	1.6388319	0.0034662045	0.22316991	0.906	1459	tags=38%, list=23%, signal=49%	
WP_METHIONINE_DE_NOVO_AND_SALVAGE_PATHWAY	WP_METHIONINE_DE_NOVO_AND_SALVAGE_PATHWAY		19	0.61987513	1.6379385	0.026923077	0.2227024	0.907	2255	tags=89%, list=35%, signal=138%	
WP_ONE_CARBON_METABOLISM_AND_RELATED_PATHWAYS	WP_ONE_CARBON_METABOLISM_AND_RELATED_PATHWAYS		42	0.517611	1.6357838	0.02681388	0.22410552	0.911	1404	tags=48%, list=22%, signal=61%	
REACTOME_TNFR2_NON_CANONICAL_NF_KB_PATHWAY	REACTOME_TNFR2_NON_CANONICAL_NF_KB_PATHWAY		52	0.55599517	1.6353765	0.03187251	0.22261356	0.912	2201	tags=71%, list=34%, signal=108%	
REACTOME_FATTY_ACYL_COA_BIOSYNTHESIS	REACTOME_FATTY_ACYL_COA_BIOSYNTHESIS		20	0.60275406	1.6352174	0.017667845	0.22067876	0.912	1630	tags=70%, list=26%, signal=94%	
KEGG_PORPHYRIN_AND_CHLOROPHYLL_METABOLISM	KEGG_PORPHYRIN_AND_CHLOROPHYLL_METABOLISM		31	0.60345644	1.6343952	0.033519555	0.21981841	0.912	1415	tags=61%, list=22%, signal=78%	
KEGG_HUNTINGTONS_DISEASE	KEGG_HUNTINGTONS_DISEASE		118	0.4867167	1.6335145	0.024952015	0.21930073	0.912	2043	tags=56%, list=32%, signal=81%	
WP_SYNAPTIC_SIGNALING_PATHWAYS_ASSOCIATED_WITH_AUTISM_SPECTRUM_DISORDER	WP_SYNAPTIC_SIGNALING_PATHWAYS_ASSOCIATED_WITH_AUTISM_SPECTRUM_DISORDER		25	0.51646763	1.6328361	0.014571949	0.21814519	0.912	1179	tags=36%, list=18%, signal=44%	
REACTOME_REGULATION_OF_RUNX2_EXPRESSION_AND_ACTIVITY	REACTOME_REGULATION_OF_RUNX2_EXPRESSION_AND_ACTIVITY		51	0.55671763	1.6245219	0.03807615	0.23196141	0.923	2201	tags=76%, list=34%, signal=116%	
WP_PPAR_ALPHA_PATHWAY	WP_PPAR_ALPHA_PATHWAY		21	0.63116264	1.6233672	0.053819444	0.23185082	0.923	1563	tags=62%, list=24%, signal=82%	
BIOCARTA_PROTEASOME_PATHWAY	BIOCARTA_PROTEASOME_PATHWAY		19	0.6978598	1.6233155	0.034836065	0.22972187	0.923	1557	tags=79%, list=24%, signal=104%	
REACTOME_G1_S_DNA_DAMAGE_CHECKPOINTS	REACTOME_G1_S_DNA_DAMAGE_CHECKPOINTS		47	0.56043595	1.6216908	0.043392505	0.23052402	0.923	1948	tags=70%, list=31%, signal=100%	
REACTOME_CELLULAR_RESPONSE_TO_HYPOXIA	REACTOME_CELLULAR_RESPONSE_TO_HYPOXIA		51	0.5637739	1.6188871	0.04517454	0.23372686	0.925	1948	tags=75%, list=31%, signal=106%	
WP_TARGET_OF_RAPAMYCIN_TOR_SIGNALING	WP_TARGET_OF_RAPAMYCIN_TOR_SIGNALING		24	0.5532883	1.6164887	0.008787346	0.23566762	0.925	1392	tags=46%, list=22%, signal=58%	
REACTOME_MITOCHONDRIAL_TRANSLATION	REACTOME_MITOCHONDRIAL_TRANSLATION		88	0.57229906	1.6163374	0.088176355	0.23374438	0.925	1885	tags=74%, list=30%, signal=103%	
WP_MITOCHONDRIAL_CIV_ASSEMBLY	WP_MITOCHONDRIAL_CIV_ASSEMBLY		25	0.60426253	1.6150696	0.026119404	0.2340992	0.927	2032	tags=80%, list=32%, signal=117%	
REACTOME_CARGO_CONCENTRATION_IN_THE_ER	REACTOME_CARGO_CONCENTRATION_IN_THE_ER		23	0.5474277	1.6140773	0.045544554	0.23415484	0.929	1227	tags=52%, list=19%, signal=64%	
KEGG_DRUG_METABOLISM_OTHER_ENZYMES	KEGG_DRUG_METABOLISM_OTHER_ENZYMES		37	0.56373304	1.6139636	0.04222973	0.23220307	0.929	1817	tags=65%, list=28%, signal=90%	
REACTOME_SCF_SKP2_MEDIATED_DEGRADATION_OF_P27_P21	REACTOME_SCF_SKP2_MEDIATED_DEGRADATION_OF_P27_P21		47	0.5710668	1.6129754	0.04225352	0.23174983	0.929	2201	tags=77%, list=34%, signal=116%	
REACTOME_SULFUR_AMINO_ACID_METABOLISM	REACTOME_SULFUR_AMINO_ACID_METABOLISM		22	0.66246	1.6124972	0.057312254	0.23055759	0.929	1700	tags=82%, list=27%, signal=111%	
REACTOME_REGULATION_OF_RAS_BY_GAPS	REACTOME_REGULATION_OF_RAS_BY_GAPS		51	0.5385822	1.6104801	0.04183267	0.23254038	0.93	2201	tags=71%, list=34%, signal=107%	
REACTOME_DEGRADATION_OF_DVL	REACTOME_DEGRADATION_OF_DVL		45	0.58255273	1.6102601	0.04106776	0.23088773	0.931	1948	tags=73%, list=31%, signal=105%	
REACTOME_PHASE_I_FUNCTIONALIZATION_OF_COMPOUNDS	REACTOME_PHASE_I_FUNCTIONALIZATION_OF_COMPOUNDS		71	0.5592441	1.6076732	0.049913943	0.2332685	0.931	1587	tags=62%, list=25%, signal=82%	
WP_CHOLESTEROL_METABOLISM_INCLUDES_BOTH_BLOCH_AND_KANDUTSCHRUSSELL_PATHWAYS	WP_CHOLESTEROL_METABOLISM_INCLUDES_BOTH_BLOCH_AND_KANDUTSCHRUSSELL_PATHWAYS		34	0.60848916	1.60694	0.050086357	0.23261058	0.933	1738	tags=74%, list=27%, signal=101%	
REACTOME_THE_ROLE_OF_GTSE1_IN_G2_M_PROGRESSION_AFTER_G2_CHECKPOINT	REACTOME_THE_ROLE_OF_GTSE1_IN_G2_M_PROGRESSION_AFTER_G2_CHECKPOINT		59	0.51493484	1.6058347	0.04660194	0.23251227	0.934	1948	tags=68%, list=31%, signal=97%	
REACTOME_REGULATION_OF_CHOLESTEROL_BIOSYNTHESIS_BY_SREBP_SREBF_	REACTOME_REGULATION_OF_CHOLESTEROL_BIOSYNTHESIS_BY_SREBP_SREBF_		40	0.5454429	1.6038971	0.021778584	0.23410879	0.937	1766	tags=60%, list=28%, signal=82%	
REACTOME_STABILIZATION_OF_P53	REACTOME_STABILIZATION_OF_P53		46	0.56337583	1.60372	0.04761905	0.23245962	0.937	1948	tags=72%, list=31%, signal=103%	
WP_VITAMIN_B12_METABOLISM	WP_VITAMIN_B12_METABOLISM		35	0.54379714	1.6028302	0.035313003	0.2320638	0.937	1059	tags=40%, list=17%, signal=48%	
KEGG_ALANINE_ASPARTATE_AND_GLUTAMATE_METABOLISM	KEGG_ALANINE_ASPARTATE_AND_GLUTAMATE_METABOLISM		28	0.57793194	1.6027838	0.06357388	0.23017833	0.937	1435	tags=57%, list=22%, signal=73%	
