NAME	ORIGINAL SIZE	AFTER RESTRICTING TO DATASET	STATUS	
BIOCARTA_AKAP95_PATHWAY	11		Rejected!	
BIOCARTA_AKT_PATHWAY	22		Rejected!	
BIOCARTA_ALK_PATHWAY	37		Rejected!	
BIOCARTA_AT1R_PATHWAY	27	18		
BIOCARTA_ACE2_PATHWAY	13		Rejected!	
BIOCARTA_ASBCELL_PATHWAY	15		Rejected!	
BIOCARTA_DNAFRAGMENT_PATHWAY	10		Rejected!	
BIOCARTA_CHEMICAL_PATHWAY	18	15		
BIOCARTA_SPPA_PATHWAY	16		Rejected!	
BIOCARTA_ATM_PATHWAY	20		Rejected!	
BIOCARTA_AGPCR_PATHWAY	11		Rejected!	
BIOCARTA_BCELLSURVIVAL_PATHWAY	15		Rejected!	
BIOCARTA_BLYMPHOCYTE_PATHWAY	14		Rejected!	
BIOCARTA_BCR_PATHWAY	33	18		
BIOCARTA_BIOPEPTIDES_PATHWAY	29	20		
BIOCARTA_RANKL_PATHWAY	14		Rejected!	
BIOCARTA_CACAM_PATHWAY	9		Rejected!	
BIOCARTA_CDMAC_PATHWAY	16		Rejected!	
BIOCARTA_CARM_ER_PATHWAY	26		Rejected!	
BIOCARTA_CASPASE_PATHWAY	22	16		
BIOCARTA_CBL_PATHWAY	12		Rejected!	
BIOCARTA_CCR3_PATHWAY	19		Rejected!	
BIOCARTA_CD40_PATHWAY	15		Rejected!	
BIOCARTA_MCM_PATHWAY	18		Rejected!	
BIOCARTA_G1_PATHWAY	28		Rejected!	
BIOCARTA_G2_PATHWAY	24		Rejected!	
BIOCARTA_CELL2CELL_PATHWAY	12		Rejected!	
BIOCARTA_LAIR_PATHWAY	17		Rejected!	
BIOCARTA_CERAMIDE_PATHWAY	21	17		
BIOCARTA_TID_PATHWAY	19		Rejected!	
BIOCARTA_CLASSIC_PATHWAY	15		Rejected!	
BIOCARTA_COMP_PATHWAY	20		Rejected!	
BIOCARTA_VDR_PATHWAY	24	18		
BIOCARTA_HDAC_PATHWAY	25		Rejected!	
BIOCARTA_GCR_PATHWAY	17		Rejected!	
BIOCARTA_CTCF_PATHWAY	24		Rejected!	
BIOCARTA_CTL_PATHWAY	13		Rejected!	
BIOCARTA_CXCR4_PATHWAY	19	15		
BIOCARTA_CELLCYCLE_PATHWAY	23		Rejected!	
BIOCARTA_CFTR_PATHWAY	11		Rejected!	
BIOCARTA_CYTOKINE_PATHWAY	19		Rejected!	
BIOCARTA_INFLAM_PATHWAY	29		Rejected!	
BIOCARTA_D4GDI_PATHWAY	12		Rejected!	
BIOCARTA_DC_PATHWAY	17		Rejected!	
BIOCARTA_P35ALZHEIMERS_PATHWAY	8		Rejected!	
BIOCARTA_RNA_PATHWAY	10		Rejected!	
BIOCARTA_MTA3_PATHWAY	18		Rejected!	
BIOCARTA_SKP2E2F_PATHWAY	10		Rejected!	
BIOCARTA_CALCINEURIN_PATHWAY	18		Rejected!	
BIOCARTA_EGF_PATHWAY	27	19		
BIOCARTA_ETC_PATHWAY	10		Rejected!	
BIOCARTA_NDKDYNAMIN_PATHWAY	17		Rejected!	
BIOCARTA_EPHA4_PATHWAY	8		Rejected!	
BIOCARTA_EPO_PATHWAY	19		Rejected!	
BIOCARTA_ECM_PATHWAY	19	15		
BIOCARTA_ERK_PATHWAY	27		Rejected!	
BIOCARTA_ERYTH_PATHWAY	15		Rejected!	
BIOCARTA_EPONFKB_PATHWAY	11		Rejected!	
BIOCARTA_EIF_PATHWAY	16		Rejected!	
BIOCARTA_EXTRINSIC_PATHWAY	13		Rejected!	
BIOCARTA_FAS_PATHWAY	30	22		
BIOCARTA_FCER1_PATHWAY	39	22		
BIOCARTA_FIBRINOLYSIS_PATHWAY	12		Rejected!	
BIOCARTA_FMLP_PATHWAY	34	16		
BIOCARTA_FREE_PATHWAY	10		Rejected!	
BIOCARTA_GABA_PATHWAY	10		Rejected!	
BIOCARTA_GATA3_PATHWAY	14		Rejected!	
BIOCARTA_SET_PATHWAY	10		Rejected!	
BIOCARTA_GH_PATHWAY	27	19		
BIOCARTA_AHSP_PATHWAY	13		Rejected!	
BIOCARTA_TCAPOPTOSIS_PATHWAY	9		Rejected!	
BIOCARTA_HIVNEF_PATHWAY	56	35		
BIOCARTA_SALMONELLA_PATHWAY	5		Rejected!	
BIOCARTA_MPR_PATHWAY	21		Rejected!	
BIOCARTA_HCMV_PATHWAY	17		Rejected!	
BIOCARTA_P53HYPOXIA_PATHWAY	21		Rejected!	
BIOCARTA_HIF_PATHWAY	15		Rejected!	
BIOCARTA_IGF1_PATHWAY	21		Rejected!	
BIOCARTA_IL17_PATHWAY	15		Rejected!	
BIOCARTA_IL2_PATHWAY	22		Rejected!	
BIOCARTA_IL3_PATHWAY	15		Rejected!	
BIOCARTA_IL4_PATHWAY	11		Rejected!	
BIOCARTA_IL5_PATHWAY	13		Rejected!	
BIOCARTA_IL6_PATHWAY	21		Rejected!	
BIOCARTA_IL10_PATHWAY	13		Rejected!	
BIOCARTA_IL12_PATHWAY	19		Rejected!	
BIOCARTA_IL2RB_PATHWAY	37	21		
BIOCARTA_IL22BP_PATHWAY	9		Rejected!	
BIOCARTA_IL7_PATHWAY	16		Rejected!	
BIOCARTA_GSK3_PATHWAY	20		Rejected!	
BIOCARTA_DEATH_PATHWAY	29	20		
BIOCARTA_RACCYCD_PATHWAY	26	18		
BIOCARTA_GLEEVEC_PATHWAY	23		Rejected!	
BIOCARTA_INSULIN_PATHWAY	21		Rejected!	
BIOCARTA_INTEGRIN_PATHWAY	34	27		
BIOCARTA_INTRINSIC_PATHWAY	23	18		
BIOCARTA_KERATINOCYTE_PATHWAY	46	22		
BIOCARTA_TCRA_PATHWAY	14		Rejected!	
BIOCARTA_LECTIN_PATHWAY	13		Rejected!	
BIOCARTA_PYK2_PATHWAY	27	20		
BIOCARTA_EGFR_SMRTE_PATHWAY	11		Rejected!	
BIOCARTA_MAPK_PATHWAY	81	40		
BIOCARTA_MCALPAIN_PATHWAY	19		Rejected!	
BIOCARTA_PPARA_PATHWAY	52	28		
BIOCARTA_ETS_PATHWAY	17		Rejected!	
BIOCARTA_MONOCYTE_PATHWAY	11		Rejected!	
BIOCARTA_MTOR_PATHWAY	22	18		
BIOCARTA_IGF1R_PATHWAY	23	18		
BIOCARTA_PITX2_PATHWAY	16		Rejected!	
BIOCARTA_NGF_PATHWAY	20		Rejected!	
BIOCARTA_VIP_PATHWAY	26		Rejected!	
BIOCARTA_NFAT_PATHWAY	51	22		
BIOCARTA_NTHI_PATHWAY	23		Rejected!	
BIOCARTA_NFKB_PATHWAY	21		Rejected!	
BIOCARTA_NOS1_PATHWAY	21		Rejected!	
BIOCARTA_NO2IL12_PATHWAY	15		Rejected!	
BIOCARTA_RARRXR_PATHWAY	7		Rejected!	
BIOCARTA_NUCLEARRS_PATHWAY	34		Rejected!	
BIOCARTA_ARENRF2_PATHWAY	20		Rejected!	
BIOCARTA_P38MAPK_PATHWAY	36	19		
BIOCARTA_P53_PATHWAY	16		Rejected!	
BIOCARTA_PDGF_PATHWAY	28	18		
BIOCARTA_CCR5_PATHWAY	17		Rejected!	
BIOCARTA_PTDINS_PATHWAY	23	19		
BIOCARTA_PLCE_PATHWAY	11		Rejected!	
BIOCARTA_EDG1_PATHWAY	22		Rejected!	
BIOCARTA_CDK5_PATHWAY	13		Rejected!	
BIOCARTA_MYOSIN_PATHWAY	11		Rejected!	
BIOCARTA_PLATELETAPP_PATHWAY	14		Rejected!	
BIOCARTA_PS1_PATHWAY	14		Rejected!	
BIOCARTA_AKAPCENTROSOME_PATHWAY	14		Rejected!	
BIOCARTA_PTEN_PATHWAY	18	15		
BIOCARTA_RAB_PATHWAY	13		Rejected!	
BIOCARTA_RAC1_PATHWAY	21		Rejected!	
BIOCARTA_RAS_PATHWAY	22	16		
BIOCARTA_NKCELLS_PATHWAY	20		Rejected!	
BIOCARTA_RB_PATHWAY	13		Rejected!	
BIOCARTA_BAD_PATHWAY	25		Rejected!	
BIOCARTA_CK1_PATHWAY	16		Rejected!	
BIOCARTA_EIF2_PATHWAY	10		Rejected!	
BIOCARTA_EIF4_PATHWAY	24	21		
BIOCARTA_STEM_PATHWAY	15		Rejected!	
BIOCARTA_P27_PATHWAY	13		Rejected!	
BIOCARTA_PGC1A_PATHWAY	15		Rejected!	
BIOCARTA_PML_PATHWAY	17		Rejected!	
BIOCARTA_DREAM_PATHWAY	13		Rejected!	
BIOCARTA_LEPTIN_PATHWAY	11		Rejected!	
BIOCARTA_RHO_PATHWAY	21	15		
BIOCARTA_AKAP13_PATHWAY	11		Rejected!	
BIOCARTA_ATRBRCA_PATHWAY	22		Rejected!	
BIOCARTA_CARDIACEGF_PATHWAY	18		Rejected!	
BIOCARTA_HER2_PATHWAY	23		Rejected!	
BIOCARTA_ERK5_PATHWAY	14		Rejected!	
BIOCARTA_MAL_PATHWAY	19		Rejected!	
BIOCARTA_MEF2D_PATHWAY	18		Rejected!	
BIOCARTA_MITOCHONDRIA_PATHWAY	19		Rejected!	
BIOCARTA_ACH_PATHWAY	14		Rejected!	
BIOCARTA_PARKIN_PATHWAY	8		Rejected!	
BIOCARTA_CDC42RAC_PATHWAY	8		Rejected!	
BIOCARTA_RANMS_PATHWAY	10		Rejected!	
BIOCARTA_BARR_MAPK_PATHWAY	14		Rejected!	
BIOCARTA_TOB1_PATHWAY	19		Rejected!	
BIOCARTA_BARRESTIN_SRC_PATHWAY	17		Rejected!	
BIOCARTA_NKT_PATHWAY	26		Rejected!	
BIOCARTA_IL1R_PATHWAY	31		Rejected!	
BIOCARTA_MET_PATHWAY	33	22		
BIOCARTA_GPCR_PATHWAY	30	16		
BIOCARTA_IGF1MTOR_PATHWAY	19	17		
BIOCARTA_SODD_PATHWAY	10		Rejected!	
BIOCARTA_SHH_PATHWAY	16		Rejected!	
BIOCARTA_PTC1_PATHWAY	11		Rejected!	
BIOCARTA_SPRY_PATHWAY	17		Rejected!	
BIOCARTA_BARRESTIN_PATHWAY	12		Rejected!	
BIOCARTA_STATHMIN_PATHWAY	20		Rejected!	
BIOCARTA_HSP27_PATHWAY	14		Rejected!	
BIOCARTA_TCR_PATHWAY	44	21		
BIOCARTA_TCYTOTOXIC_PATHWAY	12		Rejected!	
BIOCARTA_THELPER_PATHWAY	12		Rejected!	
BIOCARTA_TALL1_PATHWAY	15		Rejected!	
BIOCARTA_TEL_PATHWAY	17		Rejected!	
BIOCARTA_TGFB_PATHWAY	19		Rejected!	
BIOCARTA_TH1TH2_PATHWAY	23		Rejected!	
BIOCARTA_41BB_PATHWAY	18		Rejected!	
BIOCARTA_CTLA4_PATHWAY	22		Rejected!	
BIOCARTA_LONGEVITY_PATHWAY	15		Rejected!	
BIOCARTA_SARS_PATHWAY	7		Rejected!	
BIOCARTA_PAR1_PATHWAY	19		Rejected!	
BIOCARTA_STRESS_PATHWAY	24		Rejected!	
BIOCARTA_TNFR1_PATHWAY	29	21		
BIOCARTA_TNFR2_PATHWAY	17		Rejected!	
BIOCARTA_TOLL_PATHWAY	25	15		
BIOCARTA_TPO_PATHWAY	24	16		
BIOCARTA_CREB_PATHWAY	22	17		
BIOCARTA_CARM1_PATHWAY	12		Rejected!	
BIOCARTA_TFF_PATHWAY	24	15		
BIOCARTA_TRKA_PATHWAY	14		Rejected!	
BIOCARTA_ARF_PATHWAY	17		Rejected!	
BIOCARTA_UCALPAIN_PATHWAY	14		Rejected!	
BIOCARTA_VEGF_PATHWAY	27	18		
BIOCARTA_VITCB_PATHWAY	11		Rejected!	
BIOCARTA_WNT_PATHWAY	24		Rejected!	
BIOCARTA_ACTINY_PATHWAY	12		Rejected!	
BIOCARTA_PDZS_PATHWAY	18		Rejected!	
BIOCARTA_RACC_PATHWAY	15		Rejected!	
BIOCARTA_EICOSANOID_PATHWAY	22		Rejected!	
BIOCARTA_CHREBP_PATHWAY	19		Rejected!	
BIOCARTA_LIS1_PATHWAY	19		Rejected!	
BIOCARTA_HSWI_SNF_PATHWAY	12		Rejected!	
BIOCARTA_PCAF_PATHWAY	13		Rejected!	
BIOCARTA_LYMPHOCYTE_PATHWAY	9		Rejected!	
BIOCARTA_AMAN_PATHWAY	15		Rejected!	
BIOCARTA_NEUTROPHIL_PATHWAY	8		Rejected!	
BIOCARTA_EFP_PATHWAY	16		Rejected!	
BIOCARTA_CREM_PATHWAY	6		Rejected!	
BIOCARTA_ERAD_PATHWAY	19	16		
BIOCARTA_BTG2_PATHWAY	11		Rejected!	
BIOCARTA_TERT_PATHWAY	8		Rejected!	
BIOCARTA_GHRELIN_PATHWAY	13		Rejected!	
BIOCARTA_VOBESITY_PATHWAY	8		Rejected!	
BIOCARTA_ERBB3_PATHWAY	5		Rejected!	
BIOCARTA_CTBP1_PATHWAY	8		Rejected!	
BIOCARTA_PRION_PATHWAY	12		Rejected!	
BIOCARTA_PLK3_PATHWAY	8		Rejected!	
BIOCARTA_FXR_PATHWAY	7		Rejected!	
BIOCARTA_MHC_PATHWAY	14		Rejected!	
BIOCARTA_ACETAMINOPHEN_PATHWAY	5		Rejected!	
BIOCARTA_PRC2_PATHWAY	14		Rejected!	
BIOCARTA_SM_PATHWAY	14		Rejected!	
BIOCARTA_RANBP2_PATHWAY	11		Rejected!	
BIOCARTA_IRES_PATHWAY	7		Rejected!	
BIOCARTA_PLC_PATHWAY	9		Rejected!	
BIOCARTA_BBCELL_PATHWAY	11		Rejected!	
BIOCARTA_CDC25_PATHWAY	9		Rejected!	
BIOCARTA_DSP_PATHWAY	9		Rejected!	
BIOCARTA_NPC_PATHWAY	11		Rejected!	
BIOCARTA_FLUMAZENIL_PATHWAY	9		Rejected!	
BIOCARTA_MELANOCYTE_PATHWAY	7		Rejected!	
BIOCARTA_S1P_PATHWAY	8		Rejected!	
BIOCARTA_HBX_PATHWAY	7		Rejected!	
BIOCARTA_MALATEX_PATHWAY	8		Rejected!	
BIOCARTA_TSP1_PATHWAY	7		Rejected!	
BIOCARTA_NPP1_PATHWAY	10		Rejected!	
BIOCARTA_CPSF_PATHWAY	10		Rejected!	
BIOCARTA_HES_PATHWAY	12		Rejected!	
BIOCARTA_ERBB4_PATHWAY	7		Rejected!	
BIOCARTA_RHODOPSIN_PATHWAY	10		Rejected!	
BIOCARTA_RNAPOL3_PATHWAY	7		Rejected!	
BIOCARTA_TERC_PATHWAY	6		Rejected!	
BIOCARTA_EOSINOPHILS_PATHWAY	11		Rejected!	
BIOCARTA_REELIN_PATHWAY	7		Rejected!	
BIOCARTA_BARD1_PATHWAY	8		Rejected!	
BIOCARTA_LDL_PATHWAY	6		Rejected!	
BIOCARTA_SAM68_PATHWAY	6		Rejected!	
BIOCARTA_FBW7_PATHWAY	9		Rejected!	
BIOCARTA_CB1R_PATHWAY	7		Rejected!	
BIOCARTA_SUMO_PATHWAY	6		Rejected!	
BIOCARTA_IFNA_PATHWAY	9		Rejected!	
BIOCARTA_PKC_PATHWAY	7		Rejected!	
BIOCARTA_PPARG_PATHWAY	8		Rejected!	
BIOCARTA_ION_PATHWAY	5		Rejected!	
BIOCARTA_PELP1_PATHWAY	6		Rejected!	
BIOCARTA_STAT3_PATHWAY	8		Rejected!	
BIOCARTA_EEA1_PATHWAY	7		Rejected!	
BIOCARTA_MITR_PATHWAY	5		Rejected!	
BIOCARTA_CIRCADIAN_PATHWAY	6		Rejected!	
BIOCARTA_RECK_PATHWAY	9		Rejected!	
BIOCARTA_MSP_PATHWAY	6		Rejected!	
BIOCARTA_SLRP_PATHWAY	6		Rejected!	
BIOCARTA_ALTERNATIVE_PATHWAY	9		Rejected!	
BIOCARTA_FOSB_PATHWAY	5		Rejected!	
BIOCARTA_NOTCH_PATHWAY	6		Rejected!	
BIOCARTA_TUBBY_PATHWAY	5		Rejected!	
BIOCARTA_MRP_PATHWAY	6		Rejected!	
BIOCARTA_DICER_PATHWAY	5		Rejected!	
BIOCARTA_PLCD_PATHWAY	5		Rejected!	
BIOCARTA_RAN_PATHWAY	5		Rejected!	
BIOCARTA_WNT_LRP6_PATHWAY	6		Rejected!	
BIOCARTA_PEPI_PATHWAY	8		Rejected!	
BIOCARTA_IFNG_PATHWAY	6		Rejected!	
BIOCARTA_BOTULIN_PATHWAY	5		Rejected!	
KEGG_GLYCOLYSIS_GLUCONEOGENESIS	62	50		
KEGG_CITRATE_CYCLE_TCA_CYCLE	31	28		
KEGG_PENTOSE_PHOSPHATE_PATHWAY	27	23		
KEGG_PENTOSE_AND_GLUCURONATE_INTERCONVERSIONS	28	19		
KEGG_FRUCTOSE_AND_MANNOSE_METABOLISM	34	30		
KEGG_GALACTOSE_METABOLISM	26	19		
KEGG_ASCORBATE_AND_ALDARATE_METABOLISM	25	17		
KEGG_FATTY_ACID_METABOLISM	42	38		
KEGG_STEROID_BIOSYNTHESIS	17		Rejected!	
KEGG_PRIMARY_BILE_ACID_BIOSYNTHESIS	16		Rejected!	
KEGG_STEROID_HORMONE_BIOSYNTHESIS	55	32		
KEGG_OXIDATIVE_PHOSPHORYLATION	132	91		
KEGG_PURINE_METABOLISM	159	81		
KEGG_PYRIMIDINE_METABOLISM	98	65		
KEGG_ALANINE_ASPARTATE_AND_GLUTAMATE_METABOLISM	32	28		
KEGG_GLYCINE_SERINE_AND_THREONINE_METABOLISM	31	27		
KEGG_CYSTEINE_AND_METHIONINE_METABOLISM	34	25		
KEGG_VALINE_LEUCINE_AND_ISOLEUCINE_DEGRADATION	44	43		
KEGG_VALINE_LEUCINE_AND_ISOLEUCINE_BIOSYNTHESIS	11		Rejected!	
KEGG_LYSINE_DEGRADATION	44	28		
KEGG_ARGININE_AND_PROLINE_METABOLISM	54	42		
KEGG_HISTIDINE_METABOLISM	29	21		
KEGG_TYROSINE_METABOLISM	42	29		
KEGG_PHENYLALANINE_METABOLISM	18	16		
KEGG_TRYPTOPHAN_METABOLISM	40	31		
KEGG_BETA_ALANINE_METABOLISM	22	18		
KEGG_TAURINE_AND_HYPOTAURINE_METABOLISM	10		Rejected!	
KEGG_SELENOAMINO_ACID_METABOLISM	26	20		
KEGG_GLUTATHIONE_METABOLISM	50	39		
KEGG_STARCH_AND_SUCROSE_METABOLISM	52	32		
KEGG_N_GLYCAN_BIOSYNTHESIS	46	28		
KEGG_OTHER_GLYCAN_DEGRADATION	16		Rejected!	
KEGG_O_GLYCAN_BIOSYNTHESIS	30		Rejected!	
KEGG_AMINO_SUGAR_AND_NUCLEOTIDE_SUGAR_METABOLISM	44	39		
KEGG_GLYCOSAMINOGLYCAN_DEGRADATION	21		Rejected!	
KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_CHONDROITIN_SULFATE	22		Rejected!	
KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_KERATAN_SULFATE	15		Rejected!	
KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_HEPARAN_SULFATE	26		Rejected!	
KEGG_GLYCEROLIPID_METABOLISM	49	22		
KEGG_INOSITOL_PHOSPHATE_METABOLISM	54	30		
KEGG_GLYCOSYLPHOSPHATIDYLINOSITOL_GPI_ANCHOR_BIOSYNTHESIS	25		Rejected!	
KEGG_GLYCEROPHOSPHOLIPID_METABOLISM	77	36		
KEGG_ETHER_LIPID_METABOLISM	33		Rejected!	
KEGG_ARACHIDONIC_ACID_METABOLISM	58	30		
KEGG_LINOLEIC_ACID_METABOLISM	29		Rejected!	
KEGG_ALPHA_LINOLENIC_ACID_METABOLISM	19		Rejected!	
KEGG_SPHINGOLIPID_METABOLISM	39	16		
KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_LACTO_AND_NEOLACTO_SERIES	26		Rejected!	
KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_GLOBO_SERIES	14		Rejected!	
KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_GANGLIO_SERIES	15		Rejected!	
KEGG_PYRUVATE_METABOLISM	40	34		
KEGG_GLYOXYLATE_AND_DICARBOXYLATE_METABOLISM	16		Rejected!	
KEGG_PROPANOATE_METABOLISM	33	29		
KEGG_BUTANOATE_METABOLISM	34	29		
KEGG_ONE_CARBON_POOL_BY_FOLATE	17	15		
KEGG_RIBOFLAVIN_METABOLISM	16		Rejected!	
KEGG_NICOTINATE_AND_NICOTINAMIDE_METABOLISM	24	19		
KEGG_PANTOTHENATE_AND_COA_BIOSYNTHESIS	16		Rejected!	
KEGG_FOLATE_BIOSYNTHESIS	11		Rejected!	
KEGG_RETINOL_METABOLISM	64	36		
KEGG_PORPHYRIN_AND_CHLOROPHYLL_METABOLISM	41	31		
KEGG_TERPENOID_BACKBONE_BIOSYNTHESIS	15		Rejected!	
KEGG_LIMONENE_AND_PINENE_DEGRADATION	10		Rejected!	
KEGG_NITROGEN_METABOLISM	23	17		
KEGG_SULFUR_METABOLISM	13		Rejected!	
KEGG_AMINOACYL_TRNA_BIOSYNTHESIS	41	39		
KEGG_METABOLISM_OF_XENOBIOTICS_BY_CYTOCHROME_P450	70	51		
KEGG_DRUG_METABOLISM_CYTOCHROME_P450	72	53		
KEGG_DRUG_METABOLISM_OTHER_ENZYMES	51	37		
KEGG_BIOSYNTHESIS_OF_UNSATURATED_FATTY_ACIDS	22	16		
KEGG_ABC_TRANSPORTERS	44	21		
KEGG_RIBOSOME	88	78		
KEGG_RNA_DEGRADATION	59	47		
KEGG_RNA_POLYMERASE	29	15		
KEGG_BASAL_TRANSCRIPTION_FACTORS	35	17		
KEGG_DNA_REPLICATION	36	26		
KEGG_SPLICEOSOME	127	109		
KEGG_PROTEASOME	46	39		
KEGG_PROTEIN_EXPORT	24	20		
KEGG_PPAR_SIGNALING_PATHWAY	69	48		
KEGG_BASE_EXCISION_REPAIR	35	19		
KEGG_NUCLEOTIDE_EXCISION_REPAIR	44	34		
KEGG_MISMATCH_REPAIR	23	18		
KEGG_HOMOLOGOUS_RECOMBINATION	28		Rejected!	
KEGG_NON_HOMOLOGOUS_END_JOINING	13		Rejected!	
KEGG_MAPK_SIGNALING_PATHWAY	267	92		
KEGG_ERBB_SIGNALING_PATHWAY	87	45		
KEGG_CALCIUM_SIGNALING_PATHWAY	178	46		
KEGG_CYTOKINE_CYTOKINE_RECEPTOR_INTERACTION	265		Rejected!	
KEGG_CHEMOKINE_SIGNALING_PATHWAY	189	74		
KEGG_PHOSPHATIDYLINOSITOL_SIGNALING_SYSTEM	76	36		
KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION	272		Rejected!	
KEGG_CELL_CYCLE	125	50		
KEGG_OOCYTE_MEIOSIS	113	49		
KEGG_P53_SIGNALING_PATHWAY	68	27		
KEGG_UBIQUITIN_MEDIATED_PROTEOLYSIS	135	76		
KEGG_SNARE_INTERACTIONS_IN_VESICULAR_TRANSPORT	38	30		
KEGG_REGULATION_OF_AUTOPHAGY	35		Rejected!	
KEGG_LYSOSOME	121	82		
KEGG_ENDOCYTOSIS	181	107		
KEGG_PEROXISOME	78	64		
KEGG_MTOR_SIGNALING_PATHWAY	52	27		
KEGG_APOPTOSIS	87	50		
KEGG_CARDIAC_MUSCLE_CONTRACTION	79	27		
KEGG_VASCULAR_SMOOTH_MUSCLE_CONTRACTION	115	43		
KEGG_WNT_SIGNALING_PATHWAY	151	50		
KEGG_DORSO_VENTRAL_AXIS_FORMATION	24		Rejected!	
KEGG_NOTCH_SIGNALING_PATHWAY	47	15		
KEGG_HEDGEHOG_SIGNALING_PATHWAY	56		Rejected!	
KEGG_TGF_BETA_SIGNALING_PATHWAY	86	25		
KEGG_AXON_GUIDANCE	129	50		
KEGG_VEGF_SIGNALING_PATHWAY	76	38		
KEGG_FOCAL_ADHESION	199	118		
KEGG_ECM_RECEPTOR_INTERACTION	84	53		
KEGG_CELL_ADHESION_MOLECULES_CAMS	133	52		
KEGG_ADHERENS_JUNCTION	73	45		
KEGG_TIGHT_JUNCTION	132	72		
KEGG_GAP_JUNCTION	90	45		
KEGG_COMPLEMENT_AND_COAGULATION_CASCADES	69	49		
KEGG_ANTIGEN_PROCESSING_AND_PRESENTATION	88	42		
KEGG_RENIN_ANGIOTENSIN_SYSTEM	17		Rejected!	
KEGG_TOLL_LIKE_RECEPTOR_SIGNALING_PATHWAY	102	38		
KEGG_NOD_LIKE_RECEPTOR_SIGNALING_PATHWAY	62	32		
KEGG_RIG_I_LIKE_RECEPTOR_SIGNALING_PATHWAY	71	33		
KEGG_CYTOSOLIC_DNA_SENSING_PATHWAY	55	19		
KEGG_JAK_STAT_SIGNALING_PATHWAY	155	22		
KEGG_HEMATOPOIETIC_CELL_LINEAGE	87	22		
KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY	137	49		
KEGG_T_CELL_RECEPTOR_SIGNALING_PATHWAY	108	53		
KEGG_B_CELL_RECEPTOR_SIGNALING_PATHWAY	75	43		
KEGG_FC_EPSILON_RI_SIGNALING_PATHWAY	79	38		
KEGG_FC_GAMMA_R_MEDIATED_PHAGOCYTOSIS	96	61		
KEGG_LEUKOCYTE_TRANSENDOTHELIAL_MIGRATION	116	64		
KEGG_INTESTINAL_IMMUNE_NETWORK_FOR_IGA_PRODUCTION	48		Rejected!	
KEGG_CIRCADIAN_RHYTHM_MAMMAL	13		Rejected!	
KEGG_LONG_TERM_POTENTIATION	70	32		
KEGG_NEUROTROPHIN_SIGNALING_PATHWAY	126	64		
KEGG_LONG_TERM_DEPRESSION	70	32		
