NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
NABA_ECM_GLYCOPROTEINS	NABA_ECM_GLYCOPROTEINS	Details ...	84	-0.57042605	-1.4074464	0.20698254	1.0	0.953	1122	tags=69%, list=18%, signal=83%	
NABA_CORE_MATRISOME	NABA_CORE_MATRISOME	Details ...	111	-0.5928471	-1.4056242	0.22794117	1.0	0.953	1122	tags=71%, list=18%, signal=85%	
REACTOME_NON_INTEGRIN_MEMBRANE_ECM_INTERACTIONS	REACTOME_NON_INTEGRIN_MEMBRANE_ECM_INTERACTIONS	Details ...	41	-0.5319931	-1.3980644	0.2009804	1.0	0.955	753	tags=56%, list=12%, signal=63%	
PID_INTEGRIN1_PATHWAY	PID_INTEGRIN1_PATHWAY	Details ...	48	-0.5714922	-1.3961823	0.20050125	1.0	0.955	953	tags=60%, list=15%, signal=70%	
PID_INTEGRIN_CS_PATHWAY	PID_INTEGRIN_CS_PATHWAY	Details ...	16	-0.62311983	-1.3935949	0.1773779	1.0	0.955	91	tags=25%, list=1%, signal=25%	
REACTOME_SIGNALING_BY_MET	REACTOME_SIGNALING_BY_MET		58	-0.40125203	-1.377161	0.13580246	1.0	0.959	466	tags=29%, list=7%, signal=31%	
REACTOME_GENERATION_OF_SECOND_MESSENGER_MOLECULES	REACTOME_GENERATION_OF_SECOND_MESSENGER_MOLECULES		20	-0.5347399	-1.3724824	0.19058824	1.0	0.96	887	tags=55%, list=14%, signal=64%	
NABA_COLLAGENS	NABA_COLLAGENS		16	-0.696311	-1.3538623	0.19585253	1.0	0.963	1171	tags=88%, list=18%, signal=107%	
REACTOME_COLLAGEN_CHAIN_TRIMERIZATION	REACTOME_COLLAGEN_CHAIN_TRIMERIZATION		16	-0.696311	-1.3538623	0.19585253	1.0	0.963	1171	tags=88%, list=18%, signal=107%	
REACTOME_COLLAGEN_DEGRADATION	REACTOME_COLLAGEN_DEGRADATION		29	-0.5124534	-1.353089	0.1829574	1.0	0.963	1171	tags=62%, list=18%, signal=76%	
REACTOME_CELL_JUNCTION_ORGANIZATION	REACTOME_CELL_JUNCTION_ORGANIZATION		41	-0.41239715	-1.3407662	0.1559633	1.0	0.964	302	tags=32%, list=5%, signal=33%	
REACTOME_MOLECULES_ASSOCIATED_WITH_ELASTIC_FIBRES	REACTOME_MOLECULES_ASSOCIATED_WITH_ELASTIC_FIBRES		23	-0.6303524	-1.3395118	0.24113475	1.0	0.964	1345	tags=74%, list=21%, signal=93%	
REACTOME_COLLAGEN_FORMATION	REACTOME_COLLAGEN_FORMATION		42	-0.49379566	-1.3255026	0.21980676	1.0	0.966	871	tags=52%, list=14%, signal=60%	
REACTOME_EXTRACELLULAR_MATRIX_ORGANIZATION	REACTOME_EXTRACELLULAR_MATRIX_ORGANIZATION		152	-0.44688544	-1.3223335	0.23115578	1.0	0.967	1026	tags=51%, list=16%, signal=60%	
REACTOME_ELASTIC_FIBRE_FORMATION	REACTOME_ELASTIC_FIBRE_FORMATION		27	-0.5953087	-1.3023517	0.27118644	1.0	0.971	1122	tags=59%, list=18%, signal=72%	
REACTOME_SYNDECAN_INTERACTIONS	REACTOME_SYNDECAN_INTERACTIONS		23	-0.5019062	-1.2929697	0.22195122	1.0	0.973	192	tags=35%, list=3%, signal=36%	
KEGG_SMALL_CELL_LUNG_CANCER	KEGG_SMALL_CELL_LUNG_CANCER		47	-0.3860852	-1.2891309	0.23163842	1.0	0.974	968	tags=40%, list=15%, signal=47%	
REACTOME_INTERFERON_ALPHA_BETA_SIGNALING	REACTOME_INTERFERON_ALPHA_BETA_SIGNALING		33	-0.47367996	-1.2848761	0.2488372	1.0	0.976	907	tags=42%, list=14%, signal=49%	
REACTOME_CELL_CELL_COMMUNICATION	REACTOME_CELL_CELL_COMMUNICATION		65	-0.35898408	-1.2774845	0.18072289	1.0	0.977	334	tags=26%, list=5%, signal=27%	
PID_A6B1_A6B4_INTEGRIN_PATHWAY	PID_A6B1_A6B4_INTEGRIN_PATHWAY		34	-0.40087542	-1.2760385	0.18564357	1.0	0.977	507	tags=35%, list=8%, signal=38%	
WP_MIRNA_TARGETS_IN_ECM_AND_MEMBRANE_RECEPTORS	WP_MIRNA_TARGETS_IN_ECM_AND_MEMBRANE_RECEPTORS		19	-0.6505672	-1.2695988	0.2821101	1.0	0.979	1171	tags=84%, list=18%, signal=103%	
REACTOME_RHO_GTPASES_ACTIVATE_PAKS	REACTOME_RHO_GTPASES_ACTIVATE_PAKS		17	-0.5190788	-1.2636248	0.2457265	1.0	0.979	802	tags=53%, list=13%, signal=60%	
WP_FOCAL_ADHESION	WP_FOCAL_ADHESION		117	-0.37227234	-1.2564856	0.23366834	1.0	0.979	662	tags=32%, list=10%, signal=36%	
KEGG_FOCAL_ADHESION	KEGG_FOCAL_ADHESION		118	-0.3746774	-1.2449106	0.24378109	1.0	0.981	1179	tags=48%, list=18%, signal=58%	
REACTOME_RUNX1_REGULATES_GENES_INVOLVED_IN_MEGAKARYOCYTE_DIFFERENTIATION_AND_PLATELET_FUNCTION	REACTOME_RUNX1_REGULATES_GENES_INVOLVED_IN_MEGAKARYOCYTE_DIFFERENTIATION_AND_PLATELET_FUNCTION		19	-0.4608479	-1.2338984	0.24242425	1.0	0.985	1060	tags=47%, list=17%, signal=57%	
NABA_MATRISOME	NABA_MATRISOME		272	-0.40444526	-1.224972	0.283208	1.0	0.985	1137	tags=51%, list=18%, signal=60%	
WP_HYPOTHESIZED_PATHWAYS_IN_PATHOGENESIS_OF_CARDIOVASCULAR_DISEASE	WP_HYPOTHESIZED_PATHWAYS_IN_PATHOGENESIS_OF_CARDIOVASCULAR_DISEASE		15	-0.49925613	-1.220597	0.27466667	1.0	0.986	867	tags=47%, list=14%, signal=54%	
WP_PRIMARY_FOCAL_SEGMENTAL_GLOMERULOSCLEROSIS_FSGS	WP_PRIMARY_FOCAL_SEGMENTAL_GLOMERULOSCLEROSIS_FSGS		40	-0.38575247	-1.2142502	0.26728112	1.0	0.986	1192	tags=45%, list=19%, signal=55%	
REACTOME_SIGNALING_BY_PDGF	REACTOME_SIGNALING_BY_PDGF		42	-0.37209085	-1.2117596	0.25449872	1.0	0.986	871	tags=36%, list=14%, signal=41%	
REACTOME_INTEGRIN_CELL_SURFACE_INTERACTIONS	REACTOME_INTEGRIN_CELL_SURFACE_INTERACTIONS		52	-0.45955715	-1.2002392	0.3012987	1.0	0.988	1187	tags=56%, list=19%, signal=68%	
REACTOME_RHO_GTPASES_ACTIVATE_ROCKS	REACTOME_RHO_GTPASES_ACTIVATE_ROCKS		17	-0.4508944	-1.1946834	0.27477476	1.0	0.989	802	tags=41%, list=13%, signal=47%	
REACTOME_TRANSCRIPTIONAL_REGULATION_BY_E2F6	REACTOME_TRANSCRIPTIONAL_REGULATION_BY_E2F6		15	-0.4847676	-1.1746131	0.32629108	1.0	0.989	3297	tags=100%, list=52%, signal=206%	
WP_SMALL_CELL_LUNG_CANCER	WP_SMALL_CELL_LUNG_CANCER		55	-0.3346618	-1.1718873	0.28	1.0	0.989	968	tags=38%, list=15%, signal=45%	
REACTOME_INTERFERON_GAMMA_SIGNALING	REACTOME_INTERFERON_GAMMA_SIGNALING		47	-0.3654101	-1.1511556	0.3180723	1.0	0.99	1000	tags=36%, list=16%, signal=43%	
REACTOME_SMOOTH_MUSCLE_CONTRACTION	REACTOME_SMOOTH_MUSCLE_CONTRACTION		25	-0.47648665	-1.1435186	0.37636763	1.0	0.99	724	tags=44%, list=11%, signal=49%	
WP_SENESCENCE_AND_AUTOPHAGY_IN_CANCER	WP_SENESCENCE_AND_AUTOPHAGY_IN_CANCER		55	-0.30667117	-1.1327049	0.2960199	1.0	0.991	770	tags=31%, list=12%, signal=35%	
PID_INTEGRIN_A4B1_PATHWAY	PID_INTEGRIN_A4B1_PATHWAY		28	-0.37024873	-1.1302332	0.33016628	1.0	0.991	530	tags=32%, list=8%, signal=35%	
BIOCARTA_INTEGRIN_PATHWAY	BIOCARTA_INTEGRIN_PATHWAY		27	-0.3800244	-1.1250689	0.31828442	1.0	0.992	508	tags=26%, list=8%, signal=28%	
PID_INTEGRIN3_PATHWAY	PID_INTEGRIN3_PATHWAY		29	-0.42993328	-1.1221362	0.34643734	1.0	0.992	664	tags=45%, list=10%, signal=50%	
REACTOME_KSRP_KHSRP_BINDS_AND_DESTABILIZES_MRNA	REACTOME_KSRP_KHSRP_BINDS_AND_DESTABILIZES_MRNA		15	-0.44299623	-1.1187267	0.3510204	1.0	0.992	3563	tags=100%, list=56%, signal=226%	
REACTOME_MEIOTIC_SYNAPSIS	REACTOME_MEIOTIC_SYNAPSIS		18	-0.45341712	-1.1122748	0.38799077	1.0	0.992	3498	tags=100%, list=55%, signal=221%	
WP_LUNG_FIBROSIS	WP_LUNG_FIBROSIS		15	-0.40708867	-1.1119703	0.3263889	1.0	0.992	876	tags=40%, list=14%, signal=46%	
REACTOME_REPRODUCTION	REACTOME_REPRODUCTION		31	-0.41285756	-1.1118683	0.40384614	1.0	0.992	1426	tags=48%, list=22%, signal=62%	
KEGG_HYPERTROPHIC_CARDIOMYOPATHY_HCM	KEGG_HYPERTROPHIC_CARDIOMYOPATHY_HCM		31	-0.37036118	-1.1092217	0.34615386	1.0	0.992	266	tags=26%, list=4%, signal=27%	
REACTOME_O_LINKED_GLYCOSYLATION	REACTOME_O_LINKED_GLYCOSYLATION		20	-0.4220042	-1.1062988	0.36292428	1.0	0.992	847	tags=55%, list=13%, signal=63%	
REACTOME_EPIGENETIC_REGULATION_OF_GENE_EXPRESSION	REACTOME_EPIGENETIC_REGULATION_OF_GENE_EXPRESSION		55	-0.41110376	-1.0987935	0.3960396	1.0	0.992	1107	tags=38%, list=17%, signal=46%	
KEGG_NOTCH_SIGNALING_PATHWAY	KEGG_NOTCH_SIGNALING_PATHWAY		15	-0.39851543	-1.0976578	0.35416666	1.0	0.992	992	tags=33%, list=16%, signal=39%	
ST_INTEGRIN_SIGNALING_PATHWAY	ST_INTEGRIN_SIGNALING_PATHWAY		56	-0.3107949	-1.0943602	0.34976527	1.0	0.993	724	tags=30%, list=11%, signal=34%	
WP_EUKARYOTIC_TRANSCRIPTION_INITIATION	WP_EUKARYOTIC_TRANSCRIPTION_INITIATION		27	-0.407017	-1.0881896	0.42821783	1.0	0.993	3797	tags=100%, list=59%, signal=246%	
KEGG_SYSTEMIC_LUPUS_ERYTHEMATOSUS	KEGG_SYSTEMIC_LUPUS_ERYTHEMATOSUS		40	-0.37197363	-1.0864615	0.37470725	1.0	0.993	855	tags=30%, list=13%, signal=34%	
WP_TGFBETA_RECEPTOR_SIGNALLING_IN_SKELETAL_DYSPLASIAS	WP_TGFBETA_RECEPTOR_SIGNALLING_IN_SKELETAL_DYSPLASIAS		17	-0.3857295	-1.0852833	0.3525	1.0	0.993	734	tags=35%, list=11%, signal=40%	
PID_FAK_PATHWAY	PID_FAK_PATHWAY		45	-0.33972394	-1.0819993	0.36941177	1.0	0.993	372	tags=27%, list=6%, signal=28%	
WP_NOTCH_SIGNALING	WP_NOTCH_SIGNALING		15	-0.3874711	-1.0800669	0.3605442	1.0	0.993	992	tags=33%, list=16%, signal=39%	
KEGG_ALLOGRAFT_REJECTION	KEGG_ALLOGRAFT_REJECTION		16	-0.47456917	-1.0699564	0.4028103	1.0	0.993	855	tags=44%, list=13%, signal=50%	
KEGG_GRAFT_VERSUS_HOST_DISEASE	KEGG_GRAFT_VERSUS_HOST_DISEASE		16	-0.47456917	-1.0699564	0.4028103	1.0	0.993	855	tags=44%, list=13%, signal=50%	
REACTOME_REGULATION_OF_TP53_ACTIVITY_THROUGH_ACETYLATION	REACTOME_REGULATION_OF_TP53_ACTIVITY_THROUGH_ACETYLATION		18	-0.40398148	-1.0686287	0.42887932	1.0	0.993	992	tags=39%, list=16%, signal=46%	
SIG_REGULATION_OF_THE_ACTIN_CYTOSKELETON_BY_RHO_GTPASES	SIG_REGULATION_OF_THE_ACTIN_CYTOSKELETON_BY_RHO_GTPASES		24	-0.34429696	-1.0677173	0.36241612	1.0	0.993	705	tags=38%, list=11%, signal=42%	
KEGG_VIRAL_MYOCARDITIS	KEGG_VIRAL_MYOCARDITIS		37	-0.32618698	-1.0595082	0.40441176	1.0	0.993	951	tags=41%, list=15%, signal=47%	
REACTOME_RHO_GTPASES_ACTIVATE_PKNS	REACTOME_RHO_GTPASES_ACTIVATE_PKNS		29	-0.36066425	-1.0582994	0.38876405	1.0	0.993	802	tags=38%, list=13%, signal=43%	
REACTOME_AMYLOID_FIBER_FORMATION	REACTOME_AMYLOID_FIBER_FORMATION		30	-0.32502943	-1.0577368	0.3941019	1.0	0.993	904	tags=43%, list=14%, signal=50%	
REACTOME_COLLAGEN_BIOSYNTHESIS_AND_MODIFYING_ENZYMES	REACTOME_COLLAGEN_BIOSYNTHESIS_AND_MODIFYING_ENZYMES		28	-0.4287308	-1.0577013	0.41935483	1.0	0.993	1171	tags=64%, list=18%, signal=78%	
PID_ENDOTHELIN_PATHWAY	PID_ENDOTHELIN_PATHWAY		28	-0.33903095	-1.0549757	0.37885463	1.0	0.993	333	tags=25%, list=5%, signal=26%	
REACTOME_RNA_POLYMERASE_I_TRANSCRIPTION_TERMINATION	REACTOME_RNA_POLYMERASE_I_TRANSCRIPTION_TERMINATION		21	-0.4066331	-1.0481085	0.43373495	1.0	0.994	3797	tags=100%, list=59%, signal=246%	
PID_LYMPH_ANGIOGENESIS_PATHWAY	PID_LYMPH_ANGIOGENESIS_PATHWAY		21	-0.35437238	-1.043346	0.39449543	1.0	0.995	189	tags=19%, list=3%, signal=20%	
REACTOME_RNA_POLYMERASE_I_TRANSCRIPTION_INITIATION	REACTOME_RNA_POLYMERASE_I_TRANSCRIPTION_INITIATION		31	-0.4072733	-1.0387902	0.4503632	1.0	0.995	3797	tags=100%, list=59%, signal=246%	
REACTOME_MICRORNA_MIRNA_BIOGENESIS	REACTOME_MICRORNA_MIRNA_BIOGENESIS		15	-0.40625	-1.0338795	0.43917525	1.0	0.995	3797	tags=100%, list=59%, signal=246%	
KEGG_AUTOIMMUNE_THYROID_DISEASE	KEGG_AUTOIMMUNE_THYROID_DISEASE		17	-0.43944055	-1.0262445	0.43049327	1.0	0.996	855	tags=41%, list=13%, signal=47%	
KEGG_RNA_POLYMERASE	KEGG_RNA_POLYMERASE		15	-0.40625	-1.0200589	0.468	1.0	0.996	3797	tags=100%, list=59%, signal=246%	
PID_AR_PATHWAY	PID_AR_PATHWAY		35	-0.3157612	-1.0173348	0.43559718	1.0	0.996	733	tags=29%, list=11%, signal=32%	
PID_ILK_PATHWAY	PID_ILK_PATHWAY		36	-0.33690053	-1.0073375	0.46153846	1.0	0.997	1321	tags=44%, list=21%, signal=56%	
REACTOME_DNA_DAMAGE_TELOMERE_STRESS_INDUCED_SENESCENCE	REACTOME_DNA_DAMAGE_TELOMERE_STRESS_INDUCED_SENESCENCE		19	-0.39613453	-0.98885614	0.5027322	1.0	0.997	3863	tags=100%, list=61%, signal=253%	
PID_SYNDECAN_4_PATHWAY	PID_SYNDECAN_4_PATHWAY		21	-0.35888624	-0.98798996	0.4964539	1.0	0.997	192	tags=24%, list=3%, signal=24%	
PID_MYC_REPRESS_PATHWAY	PID_MYC_REPRESS_PATHWAY		32	-0.28524902	-0.98757935	0.45405406	1.0	0.997	1002	tags=41%, list=16%, signal=48%	
WP_INTEGRINMEDIATED_CELL_ADHESION	WP_INTEGRINMEDIATED_CELL_ADHESION		64	-0.2950557	-0.98735356	0.46731234	1.0	0.997	1058	tags=31%, list=17%, signal=37%	
WP_TGFBETA_RECEPTOR_SIGNALING	WP_TGFBETA_RECEPTOR_SIGNALING		16	-0.35114795	-0.9831201	0.45038167	1.0	0.998	734	tags=31%, list=11%, signal=35%	
WP_ALPHA_6_BETA_4_SIGNALING_PATHWAY	WP_ALPHA_6_BETA_4_SIGNALING_PATHWAY		29	-0.31057975	-0.96876574	0.49872774	1.0	0.999	266	tags=21%, list=4%, signal=21%	
WP_SPINAL_CORD_INJURY	WP_SPINAL_CORD_INJURY		37	-0.2788216	-0.96673465	0.46486485	1.0	0.999	833	tags=35%, list=13%, signal=40%	
WP_LNCRNA_INVOLVEMENT_IN_CANONICAL_WNT_SIGNALING_AND_COLORECTAL_CANCER	WP_LNCRNA_INVOLVEMENT_IN_CANONICAL_WNT_SIGNALING_AND_COLORECTAL_CANCER		19	-0.38131762	-0.9659738	0.5231144	1.0	0.999	1118	tags=37%, list=18%, signal=45%	
WP_HIPPOMERLIN_SIGNALING_DYSREGULATION	WP_HIPPOMERLIN_SIGNALING_DYSREGULATION		51	-0.27228543	-0.956556	0.46153846	1.0	0.999	407	tags=20%, list=6%, signal=21%	
PID_P38_MK2_PATHWAY	PID_P38_MK2_PATHWAY		16	-0.33773413	-0.95501536	0.54077256	1.0	0.999	377	tags=25%, list=6%, signal=27%	
WP_CELL_CYCLE	WP_CELL_CYCLE		49	-0.32238713	-0.9533266	0.53047407	1.0	0.999	4342	tags=100%, list=68%, signal=310%	
KEGG_CELL_CYCLE	KEGG_CELL_CYCLE		50	-0.32243803	-0.95126057	0.54691076	1.0	0.999	4342	tags=100%, list=68%, signal=310%	
REACTOME_CD22_MEDIATED_BCR_REGULATION	REACTOME_CD22_MEDIATED_BCR_REGULATION		17	-0.468426	-0.94518584	0.5339367	1.0	0.999	3402	tags=100%, list=53%, signal=214%	
REACTOME_SEMAPHORIN_INTERACTIONS	REACTOME_SEMAPHORIN_INTERACTIONS		39	-0.28848514	-0.94382143	0.49543378	1.0	0.999	834	tags=36%, list=13%, signal=41%	
REACTOME_ROS_AND_RNS_PRODUCTION_IN_PHAGOCYTES	REACTOME_ROS_AND_RNS_PRODUCTION_IN_PHAGOCYTES		21	-0.40286073	-0.9430639	0.51282054	1.0	0.999	3821	tags=100%, list=60%, signal=248%	
NABA_MATRISOME_ASSOCIATED	NABA_MATRISOME_ASSOCIATED		161	-0.27540776	-0.9358404	0.5121951	1.0	0.999	819	tags=30%, list=13%, signal=34%	
PID_PI3K_PLC_TRK_PATHWAY	PID_PI3K_PLC_TRK_PATHWAY		23	-0.2996371	-0.9332113	0.526087	1.0	1.0	377	tags=17%, list=6%, signal=18%	
ST_G_ALPHA_I_PATHWAY	ST_G_ALPHA_I_PATHWAY		21	-0.27828747	-0.931317	0.5776256	1.0	1.0	405	tags=24%, list=6%, signal=25%	
PID_TAP63_PATHWAY	PID_TAP63_PATHWAY		26	-0.26798847	-0.9290012	0.5625	1.0	1.0	291	tags=19%, list=5%, signal=20%	
WP_BLADDER_CANCER	WP_BLADDER_CANCER		21	-0.2835199	-0.92717665	0.53316325	1.0	1.0	699	tags=29%, list=11%, signal=32%	
REACTOME_POSITIVE_EPIGENETIC_REGULATION_OF_RRNA_EXPRESSION	REACTOME_POSITIVE_EPIGENETIC_REGULATION_OF_RRNA_EXPRESSION		33	-0.3440466	-0.9247703	0.5575221	1.0	1.0	1501	tags=48%, list=24%, signal=63%	
REACTOME_MEIOSIS	REACTOME_MEIOSIS		29	-0.36263445	-0.91721183	0.5530864	1.0	1.0	1426	tags=45%, list=22%, signal=57%	
PID_DELTA_NP63_PATHWAY	PID_DELTA_NP63_PATHWAY		21	-0.28484172	-0.91376543	0.5820513	1.0	1.0	252	tags=19%, list=4%, signal=20%	
WP_NEPHROTIC_SYNDROME	WP_NEPHROTIC_SYNDROME		22	-0.30117664	-0.91081804	0.54977375	1.0	1.0	918	tags=32%, list=14%, signal=37%	
REACTOME_NCAM_SIGNALING_FOR_NEURITE_OUT_GROWTH	REACTOME_NCAM_SIGNALING_FOR_NEURITE_OUT_GROWTH		26	-0.3080808	-0.9107963	0.5542453	1.0	1.0	1171	tags=42%, list=18%, signal=52%	
REACTOME_CA2_PATHWAY	REACTOME_CA2_PATHWAY		25	-0.28235742	-0.9103016	0.5643045	1.0	1.0	711	tags=28%, list=11%, signal=31%	
PID_RAC1_PATHWAY	PID_RAC1_PATHWAY		38	-0.29784656	-0.9081693	0.53333336	1.0	1.0	705	tags=21%, list=11%, signal=24%	
WP_THE_EFFECT_OF_PROGERIN_ON_THE_INVOLVED_GENES_IN_HUTCHINSONGILFORD_PROGERIA_SYNDROME	WP_THE_EFFECT_OF_PROGERIN_ON_THE_INVOLVED_GENES_IN_HUTCHINSONGILFORD_PROGERIA_SYNDROME		18	-0.3861051	-0.9079849	0.5811138	1.0	1.0	992	tags=39%, list=16%, signal=46%	
PID_INSULIN_GLUCOSE_PATHWAY	PID_INSULIN_GLUCOSE_PATHWAY		19	-0.30977336	-0.9069416	0.59292036	1.0	1.0	377	tags=21%, list=6%, signal=22%	
REACTOME_RNA_POLYMERASE_II_TRANSCRIBES_SNRNA_GENES	REACTOME_RNA_POLYMERASE_II_TRANSCRIBES_SNRNA_GENES		45	-0.34064376	-0.90644604	0.5653207	1.0	1.0	4225	tags=100%, list=66%, signal=294%	
REACTOME_DOWNSTREAM_SIGNAL_TRANSDUCTION	REACTOME_DOWNSTREAM_SIGNAL_TRANSDUCTION		24	-0.26968685	-0.89849687	0.5995475	1.0	1.0	407	tags=17%, list=6%, signal=18%	
REACTOME_PURINERGIC_SIGNALING_IN_LEISHMANIASIS_INFECTION	REACTOME_PURINERGIC_SIGNALING_IN_LEISHMANIASIS_INFECTION		19	-0.30892473	-0.8955252	0.5804196	1.0	1.0	178	tags=21%, list=3%, signal=22%	
REACTOME_ADHERENS_JUNCTIONS_INTERACTIONS	REACTOME_ADHERENS_JUNCTIONS_INTERACTIONS		16	-0.3112735	-0.89023155	0.60313904	1.0	1.0	161	tags=25%, list=3%, signal=26%	
WP_MYOMETRIAL_RELAXATION_AND_CONTRACTION_PATHWAYS	WP_MYOMETRIAL_RELAXATION_AND_CONTRACTION_PATHWAYS		52	-0.25035453	-0.8887567	0.5744125	1.0	1.0	797	tags=33%, list=12%, signal=37%	
REACTOME_DISEASES_OF_MITOTIC_CELL_CYCLE	REACTOME_DISEASES_OF_MITOTIC_CELL_CYCLE		16	-0.3582535	-0.8886411	0.5802998	1.0	1.0	4103	tags=100%, list=64%, signal=279%	
REACTOME_MRNA_CAPPING	REACTOME_MRNA_CAPPING		23	-0.34827045	-0.88180155	0.58275056	1.0	1.0	4169	tags=100%, list=65%, signal=287%	
PID_SYNDECAN_2_PATHWAY	PID_SYNDECAN_2_PATHWAY		23	-0.29313615	-0.88126177	0.5738758	1.0	1.0	91	tags=17%, list=1%, signal=18%	
REACTOME_FORMATION_OF_THE_EARLY_ELONGATION_COMPLEX	REACTOME_FORMATION_OF_THE_EARLY_ELONGATION_COMPLEX		26	-0.34843478	-0.87707084	0.591224	1.0	1.0	4169	tags=100%, list=65%, signal=287%	
REACTOME_HDACS_DEACETYLATE_HISTONES	REACTOME_HDACS_DEACETYLATE_HISTONES		22	-0.3735073	-0.8743002	0.6173709	1.0	1.0	3321	tags=95%, list=52%, signal=198%	
REACTOME_PROCESSING_OF_INTRONLESS_PRE_MRNAS	REACTOME_PROCESSING_OF_INTRONLESS_PRE_MRNAS		18	-0.38067555	-0.873432	0.63286006	1.0	1.0	3961	tags=100%, list=62%, signal=263%	
REACTOME_PROCESSING_OF_CAPPED_INTRONLESS_PRE_MRNA	REACTOME_PROCESSING_OF_CAPPED_INTRONLESS_PRE_MRNA		21	-0.38085505	-0.86828196	0.6504065	1.0	1.0	3961	tags=100%, list=62%, signal=263%	
PID_SYNDECAN_1_PATHWAY	PID_SYNDECAN_1_PATHWAY		26	-0.32422674	-0.8638746	0.59045225	1.0	1.0	1171	tags=62%, list=18%, signal=75%	
REACTOME_RNA_POLYMERASE_I_TRANSCRIPTION	REACTOME_RNA_POLYMERASE_I_TRANSCRIPTION		37	-0.31970254	-0.8635225	0.59761906	1.0	1.0	3797	tags=97%, list=59%, signal=239%	
PID_UPA_UPAR_PATHWAY	PID_UPA_UPAR_PATHWAY		29	-0.32477602	-0.8618471	0.5930521	1.0	1.0	987	tags=34%, list=15%, signal=41%	
